Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
Federal National Mortgage Association,FNMA,1.5,6/22/2020,1.3738667,1.3738667,AT MATURITY,4000000000,USD,US,4/23/2015,FIXED,AA+,Aaa
Federal Home Loan Mortgage Corp,FHLMC,1.375,5/1/2020,1.2778088,1.2778088,AT MATURITY,3000000000,USD,US,4/3/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.34,1/26/2023,2.3477705,2.3477705,CALLABLE,77000000,USD,US,1/19/2016,FIXED,AA+,Aaa
Apple Inc,AAPL,1.55,2/7/2020,1.7229163703,1.7229163703,AT MATURITY,1250000000,USD,US,2/2/2015,FIXED,AA+,Aa1
Federal National Mortgage Association,FNMA,1.625,1/21/2020,1.2686732,1.2686732,AT MATURITY,3000000000,USD,US,1/8/2015,FIXED,AA+,#N/A N/A
Federal Farm Credit Banks,FFCB,2,1/25/2022,1.9999669,1.99922252,CALLABLE,52000000,USD,US,1/15/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.85,1/28/2021,1.8531422,1.8531422,CALLABLE,85000000,USD,US,1/20/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.5,12/9/2022,1.829015,1.829015,AT MATURITY,211900000,USD,US,11/19/2014,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.75,6/12/2020,1.333107,1.333107,AT MATURITY,1206910000,USD,US,5/29/2013,FIXED,AA+,Aaa
Tennessee Valley Authority,TVA,3.875,2/15/2021,1.5982666,1.5982666,AT MATURITY,1500000000,USD,US,2/3/2011,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.93,1/29/2021,1.940542,1.940542,CALLABLE,50000000,USD,US,1/13/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.94,1/14/2021,1.9431033,1.9431033,CALLABLE,50000000,USD,US,1/8/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.23,7/27/2022,2.2174939,1.91032852,CALLABLE,55000000,USD,US,1/20/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,7/28/2021,2.0009455,2.0009455,CALLABLE,25000000,USD,US,1/14/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.875,1/29/2021,1.8770929,1.8770929,CALLABLE,50000000,USD,US,1/25/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.625,12/10/2021,1.7481639,1.7481639,AT MATURITY,607650000,USD,US,11/2/2011,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.875,3/13/2020,1.3600333,1.3600333,AT MATURITY,1625330000,USD,US,2/29/2012,FIXED,AA+,Aaa
MassMutual Global Funding II,MASSMU,2.45,11/23/2020,2.295089,2.295089,AT MATURITY,650000000,USD,US,11/18/2015,FIXED,AA+,Aa2
Federal Home Loan Banks,FHLB,2,1/27/2020,1.7151144,0.8842569,CALLABLE,15000000,USD,US,1/8/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.51,1/27/2020,1.5294464,1.5294464,CALLABLE,50000000,USD,US,1/19/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.4,1/27/2023,2.4195248,2.4195248,CALLABLE,50000000,USD,US,1/15/2016,FIXED,AA+,Aaa
General Electric Co,GE,2.5,3/28/2020,2.3172641,2.3172641,AT MATURITY,505000000,USD,US,3/27/2014,FIXED,AA+,A1
Federal Farm Credit Banks,FFCB,2.49,1/12/2023,2.3758624,1.711221,CALLABLE,50000000,USD,US,1/5/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,7/29/2021,2.0289863,2.0289863,CALLABLE,25000000,USD,US,1/6/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,1/29/2021,1.9714524,1.7228108,CALLABLE,50000000,USD,US,1/6/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.875,9/11/2020,1.4633115,1.4633115,AT MATURITY,893470000,USD,US,8/25/2010,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.375,6/10/2022,1.7073455,1.7073455,AT MATURITY,444300000,USD,US,6/10/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.75,1/27/2021,1.6773539,1.3954005,CALLABLE,15000000,USD,US,1/8/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.52,2/3/2020,1.52,1.52,CALLABLE,115000000,USD,US,1/27/2016,FIXED,AA+,Aaa
New York Life Global Funding,NYLIFE,1.95,2/11/2020,1.9229435,1.9229435,AT MATURITY,750000000,USD,US,2/4/2015,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.85,1/20/2022,1.7990102,1.7990102,AT MATURITY,45000000,USD,US,1/13/2016,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,8/28/2020,1.4399867,1.4399867,CALLABLE,125000000,USD,US,2/2/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,4.125,3/13/2020,1.3323965,1.3323965,AT MATURITY,1290840000,USD,US,3/12/2010,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.6,12/24/2020,1.7250321,1.7250321,CALLABLE,250000000,USD,US,12/7/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.375,1/27/2021,2.0325226,0.7273184,CALLABLE,15000000,USD,US,1/6/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.53,1/27/2020,1.5299796,1.5299194,CALLABLE,42000000,USD,US,1/14/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.53,1/28/2021,1.5500574,1.5500574,AT MATURITY,40000000,USD,US,1/21/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.92,3/16/2020,1.8764884,0.51628149,CALLABLE,15000000,USD,US,2/23/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.37,2/23/2023,2.3777961,2.3777961,CALLABLE,24000000,USD,US,1/26/2016,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,2/26/2021,1.9900827,1.28327514,CALLABLE,15000000,USD,US,8/17/2015,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.04,3/17/2021,2.0400663,2.03481123,CALLABLE,85000000,USD,US,12/10/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.83,7/29/2020,1.4192978,1.4192978,AT MATURITY,500000000,USD,US,7/16/2015,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.75,7/29/2020,1.729074,1.5653121,CALLABLE,15000000,USD,US,1/12/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,1/27/2022,2.0044288,2.0044288,CALLABLE,10000000,USD,US,1/14/2016,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.65,1/29/2020,1.6032533,1.28141556,CALLABLE,15000000,USD,US,1/12/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.5,2/10/2020,1.5258659,1.5258659,CALLABLE,30000000,USD,US,1/21/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.875,12/9/2022,1.8875137,1.8875137,AT MATURITY,391900000,USD,US,11/8/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.8,1/15/2021,1.8160412,1.8160412,CALLABLE,210000000,USD,US,1/8/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.82,1/7/2021,1.8412032,1.8412032,CALLABLE,75000000,USD,US,12/20/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,11/29/2022,2.2371882,2.2371882,CALLABLE,150000000,USD,US,11/1/2012,FIXED,AA+,#N/A N/A
Federal National Mortgage Association,FNMA,2.125,1/27/2021,1.8900161,0.9879595,CALLABLE,15000000,USD,US,1/22/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.5,2/3/2020,1.5,1.5,CALLABLE,15000000,USD,US,1/19/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.53,2/24/2020,1.5558831,1.5558831,CALLABLE,18000000,USD,US,1/26/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.45,12/22/2022,2.4497958,2.44334866,CALLABLE,30000000,USD,US,12/11/2015,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.57,1/9/2020,1.6357466,1.6357466,CALLABLE,500000000,USD,US,12/12/2012,FIXED,AA+,Aaa
NCUA Guaranteed Notes,NCUAGT,3.45,6/12/2021,1.6385847,1.6385847,AT MATURITY,375000000,USD,US,6/8/2011,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.93,12/1/2021,1.6956297,1.6956297,AT MATURITY,84000000,USD,US,2/4/2013,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.05,1/29/2021,1.9071539,0.66841151,CALLABLE,100000000,USD,US,1/4/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.5,2/10/2020,1.4758131,1.4069471,CALLABLE,75000000,USD,US,1/15/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.75,3/12/2021,1.59954,1.59954,AT MATURITY,285500000,USD,US,3/13/2013,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,5.375,9/30/2022,1.9908344,1.9908344,AT MATURITY,500000000,USD,US,9/20/2007,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.1,3/18/2020,2.0522602,0.63041512,CALLABLE,15000000,USD,US,9/1/2015,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.45,1/27/2020,1.4499817,1.4499276,CALLABLE,15000000,USD,US,1/22/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.33,2/16/2023,2.33,2.33,CALLABLE,17000000,USD,US,1/19/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.125,6/10/2022,1.7815787,1.7815787,AT MATURITY,367610000,USD,US,5/29/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.84,2/4/2021,1.8713118,1.8713118,CALLABLE,233000000,USD,US,1/23/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.875,1/19/2021,1.8791767,1.8791767,CALLABLE,50000000,USD,US,7/12/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,5.25,12/11/2020,1.4777029,1.4777029,AT MATURITY,565000000,USD,US,11/7/2005,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,5.625,6/11/2021,1.5987016,1.5987016,AT MATURITY,702000000,USD,US,5/2/2006,FIXED,AA+,Aaa
MassMutual Global Funding II,MASSMU,2.5,10/17/2022,2.7911953,2.7911953,AT MATURITY,500000000,USD,US,10/10/2012,FIXED,AA+,Aa2
Federal Farm Credit Banks,FFCB,1.625,10/21/2020,1.6912191,1.6912191,CALLABLE,100000000,USD,US,10/14/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.75,4/29/2020,1.7747833689,1.7747833689,CALLABLE,50000000,USD,US,1/7/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.04,1/27/2022,2.0667439,2.0667439,CALLABLE,15000000,USD,US,1/20/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.79,2/23/2021,1.7963004,1.7963004,CALLABLE,15000000,USD,US,1/26/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.2,1/29/2021,2.0205307,0.47117231,CALLABLE,30000000,USD,US,1/5/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.25,3/11/2022,1.8497293,1.8497293,AT MATURITY,445700000,USD,US,2/15/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.1,4/14/2021,2.0897394,-0.83433487,CALLABLE,85000000,USD,US,4/7/2015,FIXED,AA+,Aaa
Tennessee Valley Authority,TVA,1.875,8/15/2022,1.8364703,1.8364703,AT MATURITY,1000000000,USD,US,8/6/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.5,2/22/2023,2.5544037,2.5544037,CALLABLE,250000000,USD,US,1/28/2013,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,5.45,10/18/2021,5.071948,2.8033324,CALLABLE,500000000,USD,US,10/11/2006,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.25,9/9/2022,1.8948904,1.8948904,AT MATURITY,318300000,USD,US,8/6/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.125,10/24/2022,2.3848624,2.3848624,CALLABLE,90000000,USD,US,10/2/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.25,1/30/2023,2.2951044,2.2951044,CALLABLE,150000000,USD,US,1/17/2013,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,9/9/2022,1.8613423,1.8613423,AT MATURITY,368780000,USD,US,8/9/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.12,12/27/2022,2.1198632,2.11563943,CALLABLE,250000000,USD,US,12/6/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.6,1/30/2020,1.6064776,1.6064776,CALLABLE,250000000,USD,US,1/10/2013,FIXED,AA+,Aaa
New York Life Global Funding,NYLIFE,1.95,2/11/2020,2.1333859,2.1333859,AT MATURITY,750000000,USD,US,2/4/2015,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.35,9/26/2022,2.3726435,2.3726435,CALLABLE,238000000,USD,US,9/18/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,8/26/2021,2,2,CALLABLE,15000000,USD,US,1/27/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.48,12/22/2021,2.184216,1.6027148,CALLABLE,50000000,USD,US,12/10/2014,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.65,9/22/2021,2.5539048,2.3362927,CALLABLE,30000000,USD,US,9/15/2014,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,7/16/2021,1.9999218,1.9982238,CALLABLE,50000000,USD,US,9/20/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.25,10/11/2022,2.298378,2.298378,CALLABLE,105000000,USD,US,10/1/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.45,4/15/2020,1.4129619,1.4129619,CALLABLE,50000000,USD,US,9/25/2012,FIXED,AA+,Aaa
Federal Home Loan Mortgage Corp,FHLMC,2,7/23/2021,1.9999543,1.9990005,CALLABLE,250000000,USD,US,1/10/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.23,11/2/2022,2.3106521,2.3106521,CALLABLE,122000000,USD,US,10/22/2015,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.36,12/14/2022,2.5032431,2.5032431,CALLABLE,500000000,USD,US,11/21/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.25,10/17/2022,2.3806101,2.3806101,CALLABLE,250000000,USD,US,9/28/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,10/13/2021,2.0001196775,1.99789111,CALLABLE,15000000,USD,US,1/8/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,4.625,6/12/2020,1.572422,1.572422,AT MATURITY,165000000,USD,US,5/23/2005,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.4,9/6/2022,2.4410899,2.4410899,CALLABLE,157000000,USD,US,8/20/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.02,8/16/2021,2.0967962,2.0967962,CALLABLE,107000000,USD,US,8/8/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.875,2/19/2020,1.9006901,1.9006901,CALLABLE,250000000,USD,US,2/4/2015,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.05,2/1/2022,2.0794013,2.0794013,CALLABLE,60000000,USD,US,1/24/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.68,1/23/2020,1.6851793,1.6851793,CALLABLE,55000000,USD,US,4/16/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.49,1/4/2023,2.4503576,2.2136516,CALLABLE,16000000,USD,US,12/23/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.09,11/9/2021,2.0943728,2.0943728,CALLABLE,250000000,USD,US,7/13/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.82,2/16/2021,1.82,1.82,CALLABLE,15000000,USD,US,1/26/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,5.5,8/16/2021,1.8018058,1.8018058,AT MATURITY,30000000,USD,US,8/8/2006,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,10/30/2020,1.571435,1.571435,CALLABLE,150000000,USD,US,4/19/2012,FIXED,AA+,#N/A N/A
Federal Home Loan Banks,FHLB,3.375,6/12/2020,1.3798825,1.3798825,AT MATURITY,482940000,USD,US,7/19/2010,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.07,9/27/2021,2.1642267,2.1642267,CALLABLE,125000000,USD,US,9/20/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.04,2/3/2022,2.0133341,1.43784324,CALLABLE,25000000,USD,US,1/28/2016,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.69,2/13/2020,1.6899474,1.67669773,CALLABLE,129000000,USD,US,2/6/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.8,10/1/2020,1.7998005,1.78917549,CALLABLE,202000000,USD,US,9/24/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,5.25,12/9/2022,1.8929316,1.8929316,AT MATURITY,445000000,USD,US,11/7/2007,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.97,4/21/2021,1.9798882,1.9798882,CALLABLE,67000000,USD,US,4/14/2015,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.7,10/8/2020,1.7109675,1.7109675,CALLABLE,215000000,USD,US,10/2/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.375,3/12/2021,1.6126461,1.6126461,AT MATURITY,260900000,USD,US,2/10/2014,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.19,12/19/2022,2.4720868,2.4720868,CALLABLE,210000000,USD,US,12/5/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,4/16/2021,1.9997552,1.98829117,CALLABLE,50000000,USD,US,3/18/2013,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,4.625,9/11/2020,1.4951857,1.4951857,AT MATURITY,286000000,USD,US,8/30/2005,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2,2/22/2021,1.9957188,1.62522848,CALLABLE,50000000,USD,US,8/9/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.75,11/25/2020,1.8592954,1.8592954,CALLABLE,250000000,USD,US,10/26/2015,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.89,8/20/2020,2.0170201,2.0170201,CALLABLE,227000000,USD,US,8/8/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.18,11/14/2022,2.2502254,2.2502254,CALLABLE,138000000,USD,US,11/6/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.74,11/3/2020,1.7677622,1.7677622,CALLABLE,35000000,USD,US,1/28/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.5,2/11/2021,1.7147782,1.7147782,CALLABLE,15000000,USD,US,1/24/2013,FIXED,AA+,#N/A N/A
Federal Home Loan Banks,FHLB,2.1,2/1/2023,2.1251885,2.1251885,CALLABLE,50000000,USD,US,1/17/2013,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.625,12/10/2021,1.6340465,1.6340465,AT MATURITY,38200000,USD,US,11/5/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.82,8/27/2020,1.819887,1.80584917,CALLABLE,50000000,USD,US,2/15/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.82,11/13/2020,1.8197774,1.81276004,CALLABLE,177000000,USD,US,11/2/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,1/29/2021,1.9341119,0.70664302,CALLABLE,15000000,USD,US,1/5/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.35,8/8/2022,2.4333971,2.4333971,CALLABLE,216000000,USD,US,7/10/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.25,11/7/2022,2.4270522,2.4270522,CALLABLE,60000000,USD,US,10/23/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.1,5/2/2022,2.0997648,2.08903258,CALLABLE,55000000,USD,US,4/24/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.69,4/9/2020,1.727087,1.727087,CALLABLE,231000000,USD,US,4/2/2013,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.63,10/30/2020,1.557838,1.557838,CALLABLE,250000000,USD,US,10/16/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.98,3/4/2021,1.9840029,1.9840029,CALLABLE,69000000,USD,US,2/21/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.02,6/7/2021,1.6200193,1.6200193,AT MATURITY,55000000,USD,US,5/30/2013,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.5,1/27/2023,2.4999672,2.49913225,CALLABLE,30000000,USD,US,1/6/2016,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,3.125,12/11/2020,1.4305861,1.4305861,AT MATURITY,356495000,USD,US,11/15/2010,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.7,5/26/2021,1.6497434,1.6497434,CALLABLE,50000000,USD,US,11/2/2012,FIXED,AA+,#N/A N/A
Federal Home Loan Banks,FHLB,2.04,6/28/2022,2.0398675,2.03607716,CALLABLE,75000000,USD,US,12/5/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.18,9/20/2021,2.227243,2.227243,CALLABLE,203000000,USD,US,9/12/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.19,3/7/2022,2.2118612,2.2118612,CALLABLE,170000000,USD,US,2/26/2013,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.4,10/4/2022,2.5530157,2.5530157,CALLABLE,50000000,USD,US,9/12/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.55,1/30/2020,1.7060149,1.7060149,CALLABLE,50000000,USD,US,1/9/2013,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.3,9/19/2022,2.2997925,2.28062106,CALLABLE,135000000,USD,US,8/30/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.5,11/27/2020,1.5000764,1.4990854,CALLABLE,100000000,USD,US,11/8/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.625,9/11/2020,1.5877673,1.5877673,AT MATURITY,449150000,USD,US,8/3/2015,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.68,10/29/2020,1.7119919,1.7119919,CALLABLE,130000000,USD,US,10/22/2015,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.43,10/11/2022,2.4300431,2.4300431,CALLABLE,185000000,USD,US,9/17/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.8,10/21/2020,1.7443734,0.65580814,CALLABLE,30000000,USD,US,9/21/2015,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.35,9/6/2022,2.3629982,2.3629982,CALLABLE,100000000,USD,US,8/14/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2,3/4/2020,1.4266314,1.4266314,AT MATURITY,10000000,USD,US,2/28/2014,FIXED,AA+,#N/A N/A
Federal Farm Credit Banks,FFCB,5.375,11/10/2020,1.6241846,1.6241846,AT MATURITY,25000000,USD,US,11/3/2005,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.84,6/4/2020,1.9908319,1.9908319,CALLABLE,85000000,USD,US,8/28/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,3,9/10/2021,1.7991109,1.7991109,AT MATURITY,419200000,USD,US,9/4/2013,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.81,12/13/2022,2.2564225,2.2564225,AT MATURITY,42000000,USD,US,12/6/2012,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,1.875,11/27/2020,1.9020434,1.9020434,CALLABLE,100000000,USD,US,10/29/2015,FIXED,AA+,Aaa
Federal National Mortgage Association,FNMA,2.35,10/16/2020,1.5623239,1.5623239,CALLABLE,50000000,USD,US,3/22/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,1.6,10/22/2020,1.7215819,1.7215819,CALLABLE,100000000,USD,US,9/28/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,1.84,7/24/2020,1.8446322,1.8446322,CALLABLE,250000000,USD,US,7/17/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.29,8/15/2022,2.5647202,2.5647202,CALLABLE,120000000,USD,US,7/18/2012,FIXED,AA+,Aaa
Federal Home Loan Banks,FHLB,2.5,3/11/2022,1.830769,1.830769,AT MATURITY,104800000,USD,US,3/30/2012,FIXED,AA+,Aaa
Federal Farm Credit Banks,FFCB,2.25,8/15/2022,2.3328502,2.3328502,CALLABLE,85000000,USD,US,8/8/2012,FIXED,AA+,Aaa
