Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
Macy's Retail Holdings Inc,M,4.5,12/15/2034,5.9151348,5.9151348,CALLABLE,550000000,USD,US,11/13/2014,FIXED,BBB+ /*-,Baa2
Bed Bath & Beyond Inc,BBBY,4.915,8/1/2034,5.7856896,5.7856896,CALLABLE,300000000,USD,US,7/14/2014,FIXED,BBB+,Baa1
Corning Inc,GLW,7.25,8/15/2036,5.8200767,5.1391242,CALLABLE,250000000,USD,US,7/27/2006,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,4.672,3/15/2055,5.7170056,5.7170056,AT MATURITY,5499997000,USD,US,7/24/2015,FIXED,BBB+,Baa1
Verizon New York Inc,VZ,7.375,4/1/2032,6.1635251,6.1635251,AT MATURITY,500000000,USD,US,3/25/2002,FIXED,BBB+,WR
Verizon Communications Inc,VZ,5.05,3/15/2034,5.2119968,5.2119968,CALLABLE,1250000000,USD,US,3/10/2014,FIXED,BBB+,Baa1
Sempra Energy,SRE,6,10/15/2039,5.2499783,5.2499783,AT MATURITY,750000000,USD,US,10/5/2009,FIXED,BBB+,Baa1
Sempra Energy,SRE,6,10/15/2039,5.2499783,5.2499783,AT MATURITY,750000000,USD,US,10/5/2009,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,6.4,2/15/2038,5.3869356,5.3869356,AT MATURITY,1750000000,USD,US,2/7/2008,FIXED,BBB+,Baa1
AT&T Inc,T,4.35,6/15/2045,5.5250314,5.5250314,CALLABLE,3043810000,USD,US,5/15/2013,FIXED,BBB+,Baa1
Mississippi Power Co,SO,4.75,10/15/2041,5.68057,5.68057,AT MATURITY,150000000,USD,US,10/11/2011,FIXED,BBB+,Baa3
Phillips 66,PSX,4.875,11/15/2044,5.818651,5.818651,CALLABLE,1500000000,USD,US,11/12/2014,FIXED,BBB+,A3
Phillips 66,PSX,4.875,11/15/2044,5.818651,5.818651,CALLABLE,1500000000,USD,US,11/12/2014,FIXED,BBB+,A3
AT&T Corp,T,8.25,11/15/2031,4.9940504534,4.9940504534,AT MATURITY,2750000000,USD,US,7/2/2002,FIXED,BBB+,Baa1
Verizon Maryland LLC,VZ,5.125,6/15/2033,5.2661522,5.2661522,AT MATURITY,350000000,USD,US,6/11/2003,FIXED,BBB+,WR
CSX Corp,CSX,4.1,3/15/2044,4.6610876,4.6610876,CALLABLE,800000000,USD,US,10/17/2012,FIXED,BBB+,Baa1
CSX Corp,CSX,4.1,3/15/2044,4.6610876,4.6610876,CALLABLE,800000000,USD,US,10/17/2012,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,4.5,5/15/2036,4.229222,4.2249708,CALLABLE,500000000,USD,US,11/16/2015,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,3.8,3/1/2045,4.315054,4.315054,CALLABLE,1000000000,USD,US,2/12/2015,FIXED,BBB+,Baa1
McKesson Corp,MCK,4.883,3/15/2044,4.8840399,4.8840399,CALLABLE,800000000,USD,US,3/5/2014,FIXED,BBB+,Baa2
McKesson Corp,MCK,4.883,3/15/2044,4.8840399,4.8840399,CALLABLE,800000000,USD,US,3/5/2014,FIXED,BBB+,Baa2
Citigroup Inc,C,5.875,1/30/2042,4.9149692,4.9149692,AT MATURITY,1000000000,USD,US,1/19/2012,FIXED,BBB+,Baa1
21st Century Fox America Inc,FOXA,6.15,2/15/2041,5.6110239,5.6110239,AT MATURITY,1500000000,USD,US,7/12/2011,FIXED,BBB+,Baa1
Burlington Northern Santa Fe LLC,BNSF,5.15,9/1/2043,4.7415141,4.7379709,CALLABLE,700000000,USD,US,8/13/2013,FIXED,BBB+,A3
Enterprise Products Operating LLC,EPD,5.7,2/15/2042,6.3730007,6.3730007,AT MATURITY,600000000,USD,US,8/10/2011,FIXED,BBB+,Baa1
21st Century Fox America Inc,FOXA,6.55,3/15/2033,5.1355235,5.1355235,AT MATURITY,350000000,USD,US,#N/A Field Not Applicable,FIXED,BBB+,Baa1
Phillips 66,PSX,5.875,5/1/2042,6.2253758,6.2253758,AT MATURITY,1498000000,USD,US,11/15/2012,FIXED,BBB+,A3
Norfolk Southern Corp,NSC,4.65,1/15/2046,4.7700283,4.7700283,CALLABLE,600000000,USD,US,10/29/2015,FIXED,BBB+,Baa1
Macy's Retail Holdings Inc,M,5.125,1/15/2042,6.9650897,6.9650897,CALLABLE,250000000,USD,US,1/10/2012,FIXED,BBB+ /*-,Baa2
Norfolk Southern Corp,NSC,4.65,1/15/2046,4.7700283,4.7700283,CALLABLE,600000000,USD,US,10/29/2015,FIXED,BBB+,Baa1
Corning Inc,GLW,4.75,3/15/2042,5.1411182,5.1411182,AT MATURITY,500000000,USD,US,2/15/2012,FIXED,BBB+,Baa1
Corning Inc,GLW,4.75,3/15/2042,5.1411182,5.1411182,AT MATURITY,500000000,USD,US,2/15/2012,FIXED,BBB+,Baa1
Express Scripts Holding Co,ESRX,6.125,11/15/2041,5.4709878,5.4709878,AT MATURITY,700000000,USD,US,12/7/2012,FIXED,BBB+,Baa2
Express Scripts Holding Co,ESRX,6.125,11/15/2041,5.4709878,5.4709878,AT MATURITY,700000000,USD,US,12/7/2012,FIXED,BBB+,Baa2
Burlington Northern Santa Fe LLC,BNSF,4.55,9/1/2044,4.6640011,4.6640011,CALLABLE,800000000,USD,US,8/11/2014,FIXED,BBB+,A3
PSEG Power LLC,PEG,8.625,4/15/2031,6.0557636,6.0557636,AT MATURITY,499720700,USD,US,#N/A Field Not Applicable,FIXED,BBB+,Baa1
Monsanto Co,MON,4.4,7/15/2044,5.7769776,5.7769776,CALLABLE,1000000000,USD,US,6/26/2014,FIXED,BBB+,A3
AT&T Inc,T,6.3,1/15/2038,5.8180224,5.8180224,AT MATURITY,2750000000,USD,US,12/3/2007,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,4.75,11/1/2041,5.3579954,5.3579954,AT MATURITY,750000000,USD,US,10/27/2011,FIXED,BBB+,Baa1
JPMorgan Chase & Co,JPM,5.625,8/16/2043,4.9299587,4.9299587,AT MATURITY,1250000000,USD,US,8/14/2013,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,3.85,11/1/2042,5.1046716,5.1046716,CALLABLE,1250000000,USD,US,11/2/2012,FIXED,BBB+,Baa1
CRH America Inc,CRHID,5.125,5/18/2045,5.192008,5.192008,CALLABLE,500000000,USD,US,5/12/2015,FIXED,BBB+,Baa2
Lockheed Martin Corp,LMT,4.07,12/15/2042,4.3699949,4.3699949,AT MATURITY,1327196000,USD,US,4/29/2013,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,5.85,9/15/2035,5.3519885,5.3519885,AT MATURITY,1500000000,USD,US,9/8/2005,FIXED,BBB+,Baa1
21st Century Fox America Inc,FOXA,6.4,12/15/2035,5.4536387,5.4536387,AT MATURITY,1147160000,USD,US,4/28/2006,FIXED,BBB+,Baa1
21st Century Fox America Inc,FOXA,5.4,10/1/2043,5.3780033,5.3780033,AT MATURITY,700000000,USD,US,12/17/2013,FIXED,BBB+,Baa1
Macy's Retail Holdings Inc,M,6.9,1/15/2032,5.6708567,5.6708567,AT MATURITY,250000000,USD,US,1/8/2002,FIXED,BBB+ /*-,Baa2
AT&T Inc,T,6.15,9/15/2034,5.6168079,5.6168079,AT MATURITY,1000000000,USD,US,10/27/2004,FIXED,BBB+,Baa1
Citigroup Inc,C,4.95,11/7/2043,4.7532131,4.7532131,AT MATURITY,500000000,USD,US,10/31/2013,FIXED,BBB+,Baa1
NiSource Finance Corp,NI,5.65,2/1/2045,4.7288071,4.7218901,CALLABLE,500000000,USD,US,10/3/2013,FIXED,BBB+,Baa2
CSX Corp,CSX,3.95,5/1/2050,4.7790063,4.7790063,CALLABLE,600000000,USD,US,4/16/2015,FIXED,BBB+,Baa1
Becton Dickinson and Co,BDX,4.685,12/15/2044,4.6125662,4.611954,CALLABLE,1200000000,USD,US,12/4/2014,FIXED,BBB+,Baa2
BAE Systems Holdings Inc,BALN,4.75,10/7/2044,4.7260295,4.7260295,AT MATURITY,550000000,USD,US,9/30/2014,FIXED,BBB+,Baa2
Apache Corp,APA,5.25,2/1/2042,7.3649739,7.3649739,CALLABLE,500000000,USD,US,11/30/2010,FIXED,BBB+,Baa1 /*-
Dominion Resources Inc/VA,D,7,6/15/2038,5.3492762,5.3492762,AT MATURITY,400000000,USD,US,6/12/2008,FIXED,BBB+,Baa2
Ecolab Inc,ECL,5.5,12/8/2041,4.8179698,4.8179698,AT MATURITY,750000000,USD,US,12/5/2011,FIXED,BBB+,Baa1
Ecolab Inc,ECL,5.5,12/8/2041,4.8179698,4.8179698,AT MATURITY,750000000,USD,US,12/5/2011,FIXED,BBB+,Baa1
CVS Health Corp,CVS,6.125,9/15/2039,4.6963026,4.6963026,AT MATURITY,1500000000,USD,US,9/8/2009,FIXED,BBB+,Baa1
WR Berkley Corp,WRB,4.75,8/1/2044,4.7758718,4.7758718,AT MATURITY,350000000,USD,US,7/30/2014,FIXED,BBB+,Baa2
Moody's Corp,MCO,5.25,7/15/2044,4.8499684,4.8499684,AT MATURITY,600000000,USD,US,7/7/2014,FIXED,BBB+,#N/A N/A
Berkshire Hathaway Energy Co,BRKHEC,4.5,2/1/2045,4.6890234,4.6890234,CALLABLE,750000000,USD,US,12/23/2014,FIXED,BBB+,A3
Campbell Soup Co,CPB,3.8,8/2/2042,4.5599492,4.5599492,AT MATURITY,400000000,USD,US,7/30/2012,FIXED,BBB+,A3
Campbell Soup Co,CPB,3.8,8/2/2042,4.5599492,4.5599492,AT MATURITY,400000000,USD,US,7/30/2012,FIXED,BBB+,A3
CVS Pass-Through Trust,CVS,5.773,1/10/2033,5.0518255327,4.6850598803,SINKABLE,338100000,USD,US,12/1/2010,FIXED,BBB+,Baa1
Dr Pepper Snapple Group Inc,DPS,4.5,11/15/2045,4.4930754,4.4930185,CALLABLE,250000000,USD,US,10/29/2015,FIXED,BBB+,Baa1
Dr Pepper Snapple Group Inc,DPS,4.5,11/15/2045,4.4930754,4.4930185,CALLABLE,250000000,USD,US,10/29/2015,FIXED,BBB+,Baa1
21st Century Fox America Inc,FOXA,6.65,11/15/2037,5.2712111,5.2712111,AT MATURITY,1250000000,USD,US,2/29/2008,FIXED,BBB+,Baa1
Enterprise Products Operating LLC,EPD,6.125,10/15/2039,6.920989,6.920989,AT MATURITY,600000000,USD,US,9/24/2009,FIXED,BBB+,Baa1
Transatlantic Holdings Inc,Y,8,11/30/2039,5.651954,5.651954,AT MATURITY,350000000,USD,US,11/18/2009,FIXED,BBB+,Baa1
Enterprise Products Operating LLC,EPD,4.45,2/15/2043,6.0711217,6.0711217,CALLABLE,1100000000,USD,US,8/6/2012,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,6.9,4/15/2038,5.626921,5.626921,AT MATURITY,1250000000,USD,US,4/1/2008,FIXED,BBB+,Baa1
AT&T Inc,T,6.5,9/1/2037,5.7298757,5.7298757,AT MATURITY,2000000000,USD,US,8/28/2007,FIXED,BBB+,Baa1
Dominion Resources Inc/VA,D,4.7,12/1/2044,4.781032,4.781032,CALLABLE,450000000,USD,US,11/17/2014,FIXED,BBB+,Baa2
Berkshire Hathaway Energy Co,BRKHEC,6.125,4/1/2036,4.7701227,4.7701227,AT MATURITY,1697000000,USD,US,9/11/2006,FIXED,BBB+,A3
Dominion Resources Inc/VA,D,4.7,12/1/2044,4.781032,4.781032,CALLABLE,450000000,USD,US,11/17/2014,FIXED,BBB+,Baa2
Macy's Retail Holdings Inc,M,7.875,8/15/2036,7.6794593,4.0228696,CALLABLE,200000000,USD,US,8/19/1996,FIXED,BBB+ /*-,Baa2
21st Century Fox America Inc,FOXA,6.15,3/1/2037,5.6519654,5.6519654,AT MATURITY,1000000000,USD,US,6/14/2007,FIXED,BBB+,Baa1
AT&T Inc,T,5.55,8/15/2041,5.7449859,5.7449859,AT MATURITY,2000000000,USD,US,8/15/2011,FIXED,BBB+,Baa1
Altria Group Inc,MO,9.95,11/10/2038,5.2830146,5.2830146,AT MATURITY,1500000000,USD,US,11/5/2008,FIXED,BBB+,Baa1
Bank of America NA,BAC,6,10/15/2036,4.5939105,4.5939105,AT MATURITY,1250000000,USD,US,10/23/2006,FIXED,BBB+,A2
CVS Health Corp,CVS,5.3,12/5/2043,4.7168727,4.7119713,CALLABLE,750000000,USD,US,12/2/2013,FIXED,BBB+,Baa1
Altria Group Inc,MO,10.2,2/6/2039,5.2310012,5.2310012,AT MATURITY,1500000000,USD,US,2/3/2009,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,6,4/1/2041,5.4269759,5.4269759,AT MATURITY,1000000000,USD,US,3/23/2011,FIXED,BBB+,Baa1
Monsanto Co,MON,3.95,4/15/2045,5.5740942,5.5740942,CALLABLE,500000000,USD,US,4/7/2015,FIXED,BBB+,A3
Celgene Corp,CELG,4.625,5/15/2044,5.0399841,5.0399841,CALLABLE,1000000000,USD,US,5/6/2014,FIXED,BBB+,Baa2
Burlington Northern Santa Fe LLC,BNSF,6.15,5/1/2037,4.7227245,4.7227245,AT MATURITY,650000000,USD,US,4/10/2007,FIXED,BBB+,A3
Principal Financial Group Inc,PFG,4.35,5/15/2043,4.6609909,4.6609909,AT MATURITY,300000000,USD,US,11/13/2012,FIXED,BBB+,Baa1
Republic Services Inc,RSG,6.086,3/15/2035,4.8087188,4.8087188,AT MATURITY,275674000,USD,US,7/19/2005,FIXED,BBB+,Baa3
Citigroup Inc,C,5.85,12/11/2034,4.7942225,4.7942225,AT MATURITY,1000000000,USD,US,12/2/2004,FIXED,BBB+,Baa1
Johnson Controls Inc,JCI,5.7,3/1/2041,5.2509294,5.2509294,AT MATURITY,300000000,USD,US,2/1/2011,FIXED,BBB+ /*,Baa2
Alleghany Corp,Y,4.9,9/15/2044,5.1560258,5.1560258,CALLABLE,300000000,USD,US,9/2/2014,FIXED,BBB+,Baa1
AT&T Inc,T,6.55,2/15/2039,5.8526164,5.8526164,AT MATURITY,2250000000,USD,US,1/29/2009,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,6.25,4/1/2037,5.4561086,5.4561086,AT MATURITY,750000000,USD,US,3/29/2007,FIXED,BBB+,Baa1
Burlington Northern Santa Fe LLC,BNSF,4.9,4/1/2044,4.6353011,4.6330185,CALLABLE,1000000000,USD,US,3/4/2014,FIXED,BBB+,A3
ERAC USA Finance LLC,ENTERP,4.5,2/15/2045,5.0220725,5.0220725,CALLABLE,500000000,USD,US,2/10/2015,FIXED,BBB+,Baa1
Norfolk Southern Corp,NSC,7.05,5/1/2037,4.9539,4.9539,PUTABLE,750000000,USD,US,5/14/1997,FIXED,BBB+,Baa1
Burlington Northern Santa Fe LLC,BNSF,5.75,5/1/2040,4.7660412,4.755903,CALLABLE,750000000,USD,US,5/12/2010,FIXED,BBB+,A3
Norfolk Southern Corp,NSC,4.8,8/15/2043,4.8920536,4.8920536,CALLABLE,500000000,USD,US,8/8/2013,FIXED,BBB+,Baa1
Reliance Holding USA Inc,RILIN,6.25,10/19/2040,5.6591779,5.6591779,AT MATURITY,500000000,USD,US,10/14/2010,FIXED,BBB+,Baa2
CSX Corp,CSX,6.15,5/1/2037,5.0015436,5.0015436,AT MATURITY,700000000,USD,US,4/20/2007,FIXED,BBB+,Baa1
21st Century Fox America Inc,FOXA,4.75,9/15/2044,5.1724337,5.1724337,CALLABLE,599800000,USD,US,12/5/2014,FIXED,BBB+,Baa1
Magellan Midstream Partners LP,MMP,5.15,10/15/2043,6.1670115647,6.1670115647,CALLABLE,550000000,USD,US,10/3/2013,FIXED,BBB+,Baa1
Morgan Stanley,MS,7.25,4/1/2032,4.4147235,4.4147235,AT MATURITY,1000000000,USD,US,3/27/2002,FIXED,BBB+,A3
