Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
21st Century Fox America Inc,FOXA,3,9/15/2022,3.1350323,3.1350323,AT MATURITY,1000000000,USD,US,12/4/2012,FIXED,BBB+,Baa1
Computer Sciences Corp,CSC,4.45,9/15/2022,4.049431,4.049431,AT MATURITY,447065000,USD,US,9/11/2012,FIXED,BBB+,Baa2
Verizon Communications Inc,VZ,3.45,3/15/2021,2.7326482,2.7326482,AT MATURITY,1000000000,USD,US,3/10/2014,FIXED,BBB+,Baa1
Altria Group Inc,MO,2.625,1/14/2020,2.3201547,2.31417163,CALLABLE,1000000000,USD,US,11/10/2014,FIXED,BBB+,Baa1
Ecolab Inc,ECL,2.25,1/12/2020,2.3650534,2.3650534,AT MATURITY,300000000,USD,US,1/12/2015,FIXED,BBB+,Baa1
Santander Holdings USA Inc,SOV,2.65,4/17/2020,3.0095731,3.0095731,CALLABLE,1000000000,USD,US,4/14/2015,FIXED,BBB+,Baa2
General Mills Inc,GIS,3.15,12/15/2021,2.6483499,2.6284252,CALLABLE,1000000000,USD,US,11/17/2011,FIXED,BBB+,A3
General Mills Inc,GIS,3.15,12/15/2021,2.6483499,2.6284252,CALLABLE,1000000000,USD,US,11/17/2011,FIXED,BBB+,A3
Capital One NA/Mclean VA,COF,2.95,7/23/2021,3.0931724,3.0931724,CALLABLE,1250000000,USD,US,7/21/2014,FIXED,BBB+,Baa1
Omnicom Group Inc,OMC,4.45,8/15/2020,2.6870859,2.6870859,AT MATURITY,1000000000,USD,US,8/2/2010,FIXED,BBB+,Baa1
Omnicom Group Inc,OMC,4.45,8/15/2020,2.6870859,2.6870859,AT MATURITY,1000000000,USD,US,8/2/2010,FIXED,BBB+,Baa1
NetApp Inc,NTAP,3.375,6/15/2021,3.5270283,3.5270283,CALLABLE,500000000,USD,US,6/2/2014,FIXED,BBB+,Baa1 /*-
Altria Group Inc,MO,4.75,5/5/2021,2.6442928,2.6442928,AT MATURITY,1500000000,USD,US,5/2/2011,FIXED,BBB+,Baa1
Altria Group Inc,MO,4.75,5/5/2021,2.6442928,2.6442928,AT MATURITY,1500000000,USD,US,5/2/2011,FIXED,BBB+,Baa1
Huntington National Bank/The,HBAN,2.875,8/20/2020,2.7285874,2.72631301,CALLABLE,500000000,USD,US,8/17/2015,FIXED,BBB+,A3
Monsanto Co,MON,2.75,7/15/2021,2.9297726,2.9297726,AT MATURITY,500000000,USD,US,6/26/2014,FIXED,BBB+,A3
eBay Inc,EBAY,3.25,10/15/2020,2.6457547,2.61488022,CALLABLE,500000000,USD,US,10/21/2010,FIXED,BBB+,Baa1
CVS Health Corp,CVS,2.75,12/1/2022,2.9760131,2.9760131,CALLABLE,1250000000,USD,US,11/26/2012,FIXED,BBB+,Baa1
Express Scripts Holding Co,ESRX,4.75,11/15/2021,3.1500016,3.1500016,AT MATURITY,1250000000,USD,US,12/7/2012,FIXED,BBB+,Baa2
Express Scripts Holding Co,ESRX,4.75,11/15/2021,3.1500016,3.1500016,AT MATURITY,1250000000,USD,US,12/7/2012,FIXED,BBB+,Baa2
Campbell Soup Co,CPB,2.5,8/2/2022,2.9525831,2.9525831,AT MATURITY,450000000,USD,US,7/30/2012,FIXED,BBB+,A3
Citigroup Inc,C,5.375,8/9/2020,2.5638863,2.5638863,AT MATURITY,2250000000,USD,US,8/2/2010,FIXED,BBB+,Baa1
Volkswagen Group of America Finance LLC,VW,2.4,5/22/2020,3.5758925,3.5758925,AT MATURITY,750000000,USD,US,5/19/2015,FIXED,BBB+,A3
Westlake Chemical Corp,WLK,3.6,7/15/2022,3.9094177,3.9094177,CALLABLE,250000000,USD,US,7/10/2012,FIXED,BBB+,Baa3
Omnicom Group Inc,OMC,3.625,5/1/2022,3.2089187,3.2089187,AT MATURITY,1250000000,USD,US,4/18/2012,FIXED,BBB+,Baa1
Sempra Energy,SRE,2.4,3/15/2020,2.658899,2.658899,CALLABLE,500000000,USD,US,3/10/2015,FIXED,BBB+,Baa1
Sempra Energy,SRE,2.4,3/15/2020,2.658899,2.658899,CALLABLE,500000000,USD,US,3/10/2015,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,3.1,1/15/2023,2.7871618,2.78058445,CALLABLE,500000000,USD,US,11/16/2015,FIXED,BBB+,Baa1
Hartford Financial Services Group Inc/The,HIG,5.125,4/15/2022,3.228013,3.228013,AT MATURITY,800000000,USD,US,4/2/2012,FIXED,BBB+,Baa2
Southern Power Co,SO,2.375,6/1/2020,2.7930726,2.7930726,CALLABLE,300000000,USD,US,5/14/2015,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,4.6,4/1/2021,2.8650904,2.8650904,AT MATURITY,1500000000,USD,US,3/23/2011,FIXED,BBB+,Baa1
HCP Inc,HCP,4,12/1/2022,3.7968665,3.79299156,CALLABLE,600000000,USD,US,11/23/2015,FIXED,BBB+,Baa1
Valmont Industries Inc,VMI,6.625,4/20/2020,3.4862012,3.4862012,AT MATURITY,450000000,USD,US,4/7/2010,FIXED,BBB+,Baa3
Federal Express Corp 1998 Pass Through Trust,FDX,6.72,1/15/2022,4.3588169209,2.7844737422,SINKABLE,458077000,USD,US,6/30/1998,FIXED,BBB+,A2
Principal Financial Group Inc,PFG,3.3,9/15/2022,2.9263437,2.9263437,AT MATURITY,300000000,USD,US,9/5/2012,FIXED,BBB+,Baa1
Celgene Corp,CELG,3.25,8/15/2022,3.2596314,3.2596314,AT MATURITY,1000000000,USD,US,8/6/2012,FIXED,BBB+,Baa2
Norfolk Southern Corp,NSC,3.25,12/1/2021,3.0391683,3.03107964,CALLABLE,500000000,USD,US,11/14/2011,FIXED,BBB+,Baa1
Norfolk Southern Corp,NSC,3.25,12/1/2021,3.0391683,3.03107964,CALLABLE,500000000,USD,US,11/14/2011,FIXED,BBB+,Baa1
BAE Systems Holdings Inc,BALN,2.85,12/15/2020,2.7011323,2.69897387,CALLABLE,500000000,USD,US,12/3/2015,FIXED,BBB+,Baa2
Campbell Soup Co,CPB,4.25,4/15/2021,2.3991818,2.3991818,AT MATURITY,500000000,USD,US,3/31/2011,FIXED,BBB+,A3
Campbell Soup Co,CPB,4.25,4/15/2021,2.3991818,2.3991818,AT MATURITY,500000000,USD,US,3/31/2011,FIXED,BBB+,A3
HCP Inc,HCP,5.375,2/1/2021,3.2023764,3.10570177,CALLABLE,1200000000,USD,US,1/19/2011,FIXED,BBB+,Baa1
HCP Inc,HCP,5.375,2/1/2021,3.2023764,3.10570177,CALLABLE,1200000000,USD,US,1/19/2011,FIXED,BBB+,Baa1
Burlington Northern Santa Fe LLC,BNSF,3.45,9/15/2021,2.8540548,2.82939106,CALLABLE,450000000,USD,US,8/17/2011,FIXED,BBB+,A3
Burlington Northern Santa Fe LLC,BNSF,3.45,9/15/2021,2.8540548,2.82939106,CALLABLE,450000000,USD,US,8/17/2011,FIXED,BBB+,A3
RELX Capital Inc,REEDLN,3.125,10/15/2022,3.1065345,3.10631527,CALLABLE,949885000,USD,US,6/10/2013,FIXED,BBB+,Baa1
Dr Pepper Snapple Group Inc,DPS,2,1/15/2020,2.1038813,2.1038813,AT MATURITY,250000000,USD,US,11/13/2012,FIXED,BBB+,Baa1
21st Century Fox America Inc,FOXA,4.5,2/15/2021,2.779395,2.779395,AT MATURITY,1000000000,USD,US,7/12/2011,FIXED,BBB+,Baa1
WEC Energy Group Inc,WEC,2.45,6/15/2020,2.2248678,2.22092543,CALLABLE,400000000,USD,US,6/4/2015,FIXED,BBB+,A3
WEC Energy Group Inc,WEC,2.45,6/15/2020,2.2248678,2.22092543,CALLABLE,400000000,USD,US,6/4/2015,FIXED,BBB+,A3
Burlington Northern Santa Fe LLC,BNSF,3.05,9/1/2022,2.8206967,2.81289027,CALLABLE,600000000,USD,US,8/16/2012,FIXED,BBB+,A3
Duke Energy Corp,DUK,3.55,9/15/2021,2.8356755,2.80610648,CALLABLE,500000000,USD,US,8/22/2011,FIXED,BBB+,Baa1
CA Inc,CA,3.6,8/1/2020,2.5078327,2.48915039,CALLABLE,400000000,USD,US,7/30/2015,FIXED,BBB+,Baa2
Express Scripts Holding Co,ESRX,3.9,2/15/2022,3.2454606,3.2454606,AT MATURITY,1000000000,USD,US,12/7/2012,FIXED,BBB+,Baa2
CVS Health Corp,CVS,4.125,5/15/2021,2.6593305,2.59473746,CALLABLE,550000000,USD,US,5/9/2011,FIXED,BBB+,Baa1
Norfolk Southern Corp,NSC,3,4/1/2022,2.8783008,2.87402657,CALLABLE,600000000,USD,US,3/12/2012,FIXED,BBB+,Baa1
Johnson Controls Inc,JCI,4.25,3/1/2021,3.2797501,3.2797501,AT MATURITY,500000000,USD,US,2/1/2011,FIXED,BBB+ /*,Baa2
Republic Services Inc,RSG,5.25,11/15/2021,2.8852711,2.8852711,AT MATURITY,600000000,USD,US,6/29/2010,FIXED,BBB+,Baa3
Agilent Technologies Inc,A,5,7/15/2020,2.6436581,2.6436581,AT MATURITY,500000000,USD,US,7/13/2010,FIXED,BBB+,Baa2
Fifth Third Bancorp,FITB,3.5,3/15/2022,2.8818936,2.87448943,CALLABLE,500000000,USD,US,3/2/2012,FIXED,BBB+,Baa1
Dominion Resources Inc/VA,D,4.45,3/15/2021,2.989411,2.989411,AT MATURITY,500000000,USD,US,3/2/2011,FIXED,BBB+,Baa2
Dominion Resources Inc/VA,D,4.45,3/15/2021,2.989411,2.989411,AT MATURITY,500000000,USD,US,3/2/2011,FIXED,BBB+,Baa2
Corning Inc,GLW,4.25,8/15/2020,2.3600212,2.3600212,AT MATURITY,300000000,USD,US,8/3/2010,FIXED,BBB+,Baa1
Corning Inc,GLW,4.25,8/15/2020,2.3600212,2.3600212,AT MATURITY,300000000,USD,US,8/3/2010,FIXED,BBB+,Baa1
Corning Inc,GLW,2.9,5/15/2022,3.1861502,3.1861502,CALLABLE,375000000,USD,US,5/5/2015,FIXED,BBB+,Baa1
PSEG Power LLC,PEG,4.15,9/15/2021,3.0176033,2.97134285,CALLABLE,250000000,USD,US,9/14/2011,FIXED,BBB+,Baa1
Norfolk Southern Corp,NSC,2.903,2/15/2023,3.1826612,3.1826612,CALLABLE,596450000,USD,US,4/15/2013,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,3.35,9/15/2021,2.5919372,2.5919372,AT MATURITY,900000000,USD,US,9/6/2011,FIXED,BBB+,Baa1
Sempra Energy,SRE,2.85,11/15/2020,2.9372648,2.9372648,CALLABLE,400000000,USD,US,11/12/2015,FIXED,BBB+,Baa1
Johnson Controls Inc,JCI,5,3/30/2020,2.9287147,2.9287147,AT MATURITY,500000000,USD,US,3/4/2010,FIXED,BBB+ /*,Baa2
American Airlines 2014-1 Class B Pass Through Trust,AAL,4.375,10/1/2022,4.5607994873,4.6452120872,SINK/EXT,215424000,USD,US,9/2/2014,FIXED,BBB+,#N/A N/A
CVS Health Corp,CVS,4.75,12/1/2022,3.1882559,3.13840752,CALLABLE,387366000,USD,US,9/22/2015,FIXED,BBB+,Baa1
Republic Services Inc,RSG,3.55,6/1/2022,2.8152639,2.78873041,CALLABLE,850000000,USD,US,5/14/2012,FIXED,BBB+,Baa3
Berkshire Hathaway Energy Co,BRKHEC,2.4,2/1/2020,2.383066,2.38296453,CALLABLE,349989000,USD,US,12/23/2014,FIXED,BBB+,A3
Kimco Realty Corp,KIM,3.4,11/1/2022,3.2077474,3.20381879,CALLABLE,500000000,USD,US,10/7/2015,FIXED,BBB+,Baa1
People's United Financial Inc,PBCT,3.65,12/6/2022,3.5443763,3.54138655,CALLABLE,500000000,USD,US,12/3/2012,FIXED,BBB+,Baa1
Broadridge Financial Solutions Inc,BR,3.95,9/1/2020,2.6977622,2.6977622,AT MATURITY,400000000,USD,US,8/14/2013,FIXED,BBB+,Baa1
Celgene Corp,CELG,3.95,10/15/2020,2.3699121,2.3699121,AT MATURITY,500000000,USD,US,10/4/2010,FIXED,BBB+,Baa2
Kimco Realty Corp,KIM,3.2,5/1/2021,2.905181,2.896754,CALLABLE,500000000,USD,US,4/14/2014,FIXED,BBB+,Baa1
Kimco Realty Corp,KIM,3.2,5/1/2021,2.905181,2.896754,CALLABLE,500000000,USD,US,4/14/2014,FIXED,BBB+,Baa1
Enterprise Products Operating LLC,EPD,5.25,1/31/2020,3.8888797,3.8888797,AT MATURITY,500000000,USD,US,9/24/2009,FIXED,BBB+,Baa1
CSX Corp,CSX,3.7,10/30/2020,2.5909475,2.53507773,CALLABLE,500000000,USD,US,10/18/2010,FIXED,BBB+,Baa1
CSX Corp,CSX,3.7,10/30/2020,2.5909475,2.53507773,CALLABLE,500000000,USD,US,10/18/2010,FIXED,BBB+,Baa1
O'Reilly Automotive Inc,ORLY,4.625,9/15/2021,2.8401432,2.76786473,CALLABLE,300000000,USD,US,9/14/2011,FIXED,BBB+,Baa1
Moody's Corp,MCO,5.5,9/1/2020,2.8872652,2.8872652,AT MATURITY,500000000,USD,US,8/16/2010,FIXED,BBB+,#N/A N/A
Hartford Financial Services Group Inc/The,HIG,5.5,3/30/2020,2.575181,2.575181,AT MATURITY,500000000,USD,US,3/18/2010,FIXED,BBB+,Baa2
Hartford Financial Services Group Inc/The,HIG,5.5,3/30/2020,2.575181,2.575181,AT MATURITY,500000000,USD,US,3/18/2010,FIXED,BBB+,Baa2
NiSource Finance Corp,NI,6.125,3/1/2022,3.0488242,3.0488242,AT MATURITY,500000000,USD,US,12/1/2009,FIXED,BBB+,Baa2
Verizon New Jersey Inc,VZ,8,6/1/2022,3.7102392,3.7102392,AT MATURITY,200000000,USD,US,5/20/1992,FIXED,BBB+,WR
Becton Dickinson and Co,BDX,3.25,11/12/2020,2.6216073,2.6216073,AT MATURITY,700000000,USD,US,11/8/2010,FIXED,BBB+,Baa2
Quest Diagnostics Inc,DGX,2.5,3/30/2020,2.4654575,2.46502058,CALLABLE,300000000,USD,US,3/5/2015,FIXED,BBB+,Baa2
Prologis LP,PLD,3.35,2/1/2021,2.7928542,2.7664272,CALLABLE,500000000,USD,US,10/24/2013,FIXED,BBB+,Baa1
Burlington Northern Santa Fe LLC,BNSF,3.05,3/15/2022,2.7218412,2.7095106,CALLABLE,625000000,USD,US,2/28/2012,FIXED,BBB+,A3
Duke Energy Corp,DUK,3.05,8/15/2022,2.7467607,2.73622146,CALLABLE,500000000,USD,US,8/13/2012,FIXED,BBB+,Baa1
Prologis LP,PLD,3.35,2/1/2021,2.7928542,2.7664272,CALLABLE,500000000,USD,US,10/24/2013,FIXED,BBB+,Baa1
Moody's Corp,MCO,4.5,9/1/2022,3.0933207,3.04600352,CALLABLE,500000000,USD,US,8/15/2012,FIXED,BBB+,#N/A N/A
Becton Dickinson and Co,BDX,3.125,11/8/2021,2.5980853,2.5980853,AT MATURITY,1000000000,USD,US,11/3/2011,FIXED,BBB+,Baa2
Amphenol Corp,APH,3.125,9/15/2021,3.0941018,3.09395436,CALLABLE,375000000,USD,US,9/9/2014,FIXED,BBB+,Baa1
HCP Inc,HCP,2.625,2/1/2020,2.7741336,2.7741336,CALLABLE,800000000,USD,US,11/14/2012,FIXED,BBB+,Baa1
CVS Health Corp,CVS,4.75,5/18/2020,2.47002,2.1992747,CALLABLE,450000000,USD,US,5/13/2010,FIXED,BBB+,Baa1
Clorox Co/The,CLX,3.05,9/15/2022,3.1158635,3.1158635,CALLABLE,600000000,USD,US,9/10/2012,FIXED,BBB+,Baa1
WEA Finance LLC / Westfield UK & Europe Finance PLC,WFDAU,3.25,10/5/2020,2.8435527,2.83703829,CALLABLE,1000000000,USD,US,9/28/2015,FIXED,BBB+,A3
Magellan Midstream Partners LP,MMP,4.25,2/1/2021,4.2499181,4.2499181,AT MATURITY,550000000,USD,US,8/4/2010,FIXED,BBB+,Baa1
Magellan Midstream Partners LP,MMP,4.25,2/1/2021,4.2499181,4.2499181,AT MATURITY,550000000,USD,US,8/4/2010,FIXED,BBB+,Baa1
Sempra Energy,SRE,2.875,10/1/2022,3.5110459,3.5110459,CALLABLE,500000000,USD,US,9/19/2012,FIXED,BBB+,Baa1
NVR Inc,NVR,3.95,9/15/2022,3.7395242,3.73291604,CALLABLE,600000000,USD,US,9/5/2012,FIXED,BBB+,Baa2
NetApp Inc,NTAP,3.25,12/15/2022,4.138106,4.138106,CALLABLE,250000000,USD,US,12/5/2012,FIXED,BBB+,Baa1 /*-
21st Century Fox America Inc,FOXA,5.65,8/15/2020,2.5809805,2.5809805,AT MATURITY,397850000,USD,US,2/18/2010,FIXED,BBB+,Baa1
NiSource Finance Corp,NI,3.85,2/15/2023,3.2998516,3.282668,CALLABLE,250000000,USD,US,6/11/2012,FIXED,BBB+,Baa2
