Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
Baxter International Inc,BAX,1.85,6/15/2018,1.8878652,1.8878652,AT MATURITY,750000000,USD,US,6/4/2013,FIXED,A-,Baa2
Bear Stearns Cos LLC/The,JPM,6.4,10/2/2017,1.906312,1.906312,AT MATURITY,2500000000,USD,US,9/27/2007,FIXED,A-,A3
Stanley Black & Decker Inc,SWK,2.451,11/17/2018,1.9399863,1.9399863,AT MATURITY,632500000,USD,US,11/5/2015,FIXED,A-,Baa2
American Express Credit Corp,AXP,2.125,7/27/2018,1.6359215,1.6359215,AT MATURITY,800000000,USD,US,7/24/2013,FIXED,A-,A2
MetLife Inc,MET,6.817,8/15/2018,1.8381068,1.8381068,AT MATURITY,1029805000,USD,US,8/12/2008,FIXED,A-,A3 /*-
KeyBank NA/Cleveland OH,KEY,1.65,2/1/2018,1.650484,1.650484,AT MATURITY,1000000000,USD,US,1/29/2013,FIXED,A-,A3 /*-
Bear Stearns Cos LLC/The,JPM,7.25,2/1/2018,1.8073163,1.8073163,AT MATURITY,3000000000,USD,US,1/29/2008,FIXED,A-,A3
Hyundai Capital America,HYNMTR,2.125,10/2/2017,1.9380696,1.9380696,AT MATURITY,500000000,USD,US,9/24/2012,FIXED,A-,Baa1
Anheuser-Busch InBev Worldwide Inc,ABIBB,6.875,11/15/2019,2.3116722,2.3116722,AT MATURITY,997630000,USD,US,2/9/2011,FIXED,A-,A2 /*-
Starbucks Corp,SBUX,2,12/5/2018,1.539965,1.52663211,CALLABLE,350000000,USD,US,12/2/2013,FIXED,A-,A2
Comcast Corp,CMCSA,5.875,2/15/2018,1.3091962,1.3091962,AT MATURITY,900000000,USD,US,11/14/2006,FIXED,A-,A3
Nucor Corp,NUE,5.85,6/1/2018,2.6748292,2.6748292,AT MATURITY,500000000,USD,US,5/28/2008,FIXED,A-,Baa1
Daimler Finance North America LLC,DAIGR,2.375,8/1/2018,2.2243868,2.2243868,AT MATURITY,1250000000,USD,US,7/24/2013,FIXED,A-,A3
Chevron Phillips Chemical Co LLC / Chevron Phillips Chemical Co LP,CPCHEM,1.7,5/1/2018,2.4977543,2.4977543,AT MATURITY,750000000,USD,US,5/7/2015,FIXED,A-,A2
Cardinal Health Inc,CAH,1.7,3/15/2018,2.2553609,2.2553609,AT MATURITY,400000000,USD,US,2/19/2013,FIXED,A-,Baa2
EI du Pont de Nemours & Co,DD,4.625,1/15/2020,2.6138101,2.6138101,AT MATURITY,1000000000,USD,US,11/4/2009,FIXED,A- /*-,A3
Georgia Power Co,SO,1.95,12/1/2018,1.7503805,1.7503805,AT MATURITY,500000000,USD,US,12/1/2015,FIXED,A-,A3
Adobe Systems Inc,ADBE,4.75,2/1/2020,2.4058115,2.4058115,AT MATURITY,900000000,USD,US,1/25/2010,FIXED,A-,Baa1
MetLife Inc,MET,7.717,2/15/2019,2.0672105,2.0672105,AT MATURITY,1034999000,USD,US,2/11/2009,FIXED,A-,A3 /*-
MetLife Inc,MET,7.717,2/15/2019,2.0672105,2.0672105,AT MATURITY,1034999000,USD,US,2/11/2009,FIXED,A-,A3 /*-
EI du Pont de Nemours & Co,DD,5.75,3/15/2019,2.2969317,2.2969317,AT MATURITY,500000000,USD,US,2/17/2009,FIXED,A- /*-,A3
EI du Pont de Nemours & Co,DD,5.75,3/15/2019,2.2969317,2.2969317,AT MATURITY,500000000,USD,US,2/17/2009,FIXED,A- /*-,A3
United Technologies Corp,UTX,5.375,12/15/2017,1.4401865,1.4401865,AT MATURITY,1000000000,USD,US,12/4/2007,FIXED,A-,A3
Daimler Finance North America LLC,DAIGR,2,8/3/2018,2.0854888,2.0854888,AT MATURITY,1000000000,USD,US,7/28/2015,FIXED,A-,A3
Nordstrom Inc,JWN,6.25,1/15/2018,1.9343134,1.9343134,AT MATURITY,650000000,USD,US,11/28/2007,FIXED,A- /*-,Baa1
Cardinal Health Inc,CAH,1.95,6/15/2018,1.9495928,1.9495928,AT MATURITY,550000000,USD,US,6/16/2015,FIXED,A-,Baa2
EOG Resources Inc,EOG,5.625,6/1/2019,3.0821645,3.0821645,AT MATURITY,900000000,USD,US,5/18/2009,FIXED,A-,A3 /*-
Comcast Corp,CMCSA,6.3,11/15/2017,1.595158,1.595158,AT MATURITY,1000000000,USD,US,8/20/2007,FIXED,A-,A3
Hyundai Capital America,HYNMTR,2.55,2/6/2019,2.418818,2.418818,AT MATURITY,600000000,USD,US,2/3/2014,FIXED,A-,Baa1
Cardinal Health Inc,CAH,2.4,11/15/2019,1.7588128,1.7588128,AT MATURITY,450000000,USD,US,11/7/2014,FIXED,A-,Baa2
United Technologies Corp,UTX,6.125,2/1/2019,1.8564424,1.8564424,AT MATURITY,1250000000,USD,US,12/15/2008,FIXED,A-,A3
United Technologies Corp,UTX,6.125,2/1/2019,1.8564424,1.8564424,AT MATURITY,1250000000,USD,US,12/15/2008,FIXED,A-,A3
Comcast Corp,CMCSA,5.7,5/15/2018,1.4476745,1.4476745,AT MATURITY,1000000000,USD,US,5/2/2008,FIXED,A-,A3
NBCUniversal Enterprise Inc,CMCSA,1.974,4/15/2019,1.8917187,1.8917187,AT MATURITY,1500000000,USD,US,3/20/2013,FIXED,A-,A3
Commonwealth Edison Co,EXC,5.8,3/15/2018,1.5609538,1.5609538,AT MATURITY,700000000,USD,US,3/19/2008,FIXED,A-,A2
Daimler Finance North America LLC,DAIGR,1.65,3/2/2018,2.1852075,2.1852075,AT MATURITY,1000000000,USD,US,2/23/2015,FIXED,A-,A3
Protective Life Corp,PL,7.375,10/15/2019,3.199243,3.199243,AT MATURITY,400000000,USD,US,10/6/2009,FIXED,A-,Baa1
Lincoln National Corp,LNC,8.75,7/1/2019,2.4276123,2.4276123,AT MATURITY,500000000,USD,US,6/17/2009,FIXED,A-,Baa1
Lincoln National Corp,LNC,8.75,7/1/2019,2.4276123,2.4276123,AT MATURITY,500000000,USD,US,6/17/2009,FIXED,A-,Baa1
Comerica Inc,CMA,2.125,5/23/2019,2.2622974,2.2622974,CALLABLE,350000000,USD,US,5/20/2014,FIXED,A-,A3
Comerica Inc,CMA,2.125,5/23/2019,2.2622974,2.2622974,CALLABLE,350000000,USD,US,5/20/2014,FIXED,A-,A3
Bayer US Finance LLC,BAYNGR,2.375,10/8/2019,1.9654249,1.9654249,AT MATURITY,2000000000,USD,US,10/1/2014,FIXED,A-,A3
Daimler Finance North America LLC,DAIGR,2,8/3/2018,2.2687785,2.2687785,AT MATURITY,1000000000,USD,US,7/28/2015,FIXED,A-,A3
MetLife Inc,MET,1.756,12/15/2017,1.6156317202,1.6156317202,AT MATURITY,500000000,USD,US,9/27/2012,FIXED,A-,A3 /*-
PECO Energy Co,EXC,5.35,3/1/2018,1.7769447,1.7769447,AT MATURITY,500000000,USD,US,2/25/2008,FIXED,A-,Aa3
Fifth Third Bank/Cincinnati OH,FITB,2.375,4/25/2019,2.251647,2.24878416,CALLABLE,850000000,USD,US,4/22/2014,FIXED,A-,A3
EOG Resources Inc,EOG,5.875,9/15/2017,2.38152,2.38152,AT MATURITY,600000000,USD,US,9/5/2007,FIXED,A-,A3 /*-
SABMiller Holdings Inc,SABLN,2.2,8/1/2018,2.0262574,2.0262574,AT MATURITY,750000000,USD,US,8/6/2013,FIXED,A-,A3 /*
St Jude Medical Inc,STJ,2,9/15/2018,1.8599445,1.8599445,AT MATURITY,500000000,USD,US,9/14/2015,FIXED,A-,Baa2
Arizona Public Service Co,PNW,8.75,3/1/2019,2.2890383,2.2890383,AT MATURITY,500000000,USD,US,2/23/2009,FIXED,A-,A2
Arizona Public Service Co,PNW,8.75,3/1/2019,2.2890383,2.2890383,AT MATURITY,500000000,USD,US,2/23/2009,FIXED,A-,A2
First Republic Bank/CA,FRC,2.375,6/17/2019,2.2515918,2.24885798,CALLABLE,400000000,USD,US,6/10/2014,FIXED,A-,Baa1
MetLife Inc,MET,1.903,12/15/2017,1.5364605234,1.5364605234,AT MATURITY,499924000,USD,US,9/30/2014,FIXED,A-,A3 /*-
KeyBank NA/Cleveland OH,KEY,2.5,12/15/2019,2.2297026,2.2297026,AT MATURITY,750000000,USD,US,11/17/2014,FIXED,A-,A3 /*-
PNC Funding Corp,PNC,5.125,2/8/2020,2.2943458,2.2943458,AT MATURITY,1000000000,USD,US,2/3/2010,FIXED,A-,A3
Eaton Corp,ETN,1.5,11/2/2017,1.8194971,1.8194971,AT MATURITY,964615000,USD,US,10/10/2013,FIXED,A-,Baa1
Precision Castparts Corp,PCP,1.25,1/15/2018,1.36111,1.36111,AT MATURITY,1000000000,USD,US,12/17/2012,FIXED,A- /*+,A2
Baxter International Inc,BAX,5.375,6/1/2018,1.8390537,1.8390537,AT MATURITY,500000000,USD,US,5/19/2008,FIXED,A-,Baa2
Bayer US Finance LLC,BAYNGR,2.375,10/8/2019,1.9387659,1.9387659,AT MATURITY,2000000000,USD,US,10/1/2014,FIXED,A-,A3
Consolidated Edison Co of New York Inc,ED,5.85,4/1/2018,2.0407991,2.0407991,AT MATURITY,600000000,USD,US,4/1/2008,FIXED,A-,A2
Georgia Power Co,SO,4.25,12/1/2019,2.0634311,2.0634311,AT MATURITY,500000000,USD,US,12/8/2009,FIXED,A-,A3
SABMiller Holdings Inc,SABLN,2.2,8/1/2018,1.9669061,1.9669061,AT MATURITY,750000000,USD,US,8/6/2013,FIXED,A-,A3 /*
Anheuser-Busch Cos LLC,ABIBB,5,3/1/2019,2.1528441,2.1528441,AT MATURITY,300000000,USD,US,2/25/2004,FIXED,A-,A2 /*-
PPG Industries Inc,PPG,2.3,11/15/2019,2.1128764,2.10905913,CALLABLE,300000000,USD,US,11/6/2014,FIXED,A-,Baa1
ERP Operating LP,EQR,7.125,10/15/2017,1.9745304,1.9745304,AT MATURITY,150000000,USD,US,10/3/1997,FIXED,A-,Baa1
Daimler Finance North America LLC,DAIGR,2.25,7/31/2019,2.320768,2.320768,AT MATURITY,750000000,USD,US,7/25/2012,FIXED,A-,A3
KeyBank NA/Cleveland OH,KEY,1.7,6/1/2018,1.8974792,1.8974792,AT MATURITY,750000000,USD,US,5/27/2015,FIXED,A-,A3 /*-
Bayer US Finance LLC,BAYNGR,1.5,10/6/2017,1.316476,1.316476,AT MATURITY,850000000,USD,US,10/1/2014,FIXED,A-,A3
Hyundai Capital America,HYNMTR,2,3/19/2018,2.1917343,2.1917343,AT MATURITY,500000000,USD,US,3/16/2015,FIXED,A-,Baa1
Bayer US Finance LLC,BAYNGR,1.5,10/6/2017,1.323134,1.323134,AT MATURITY,850000000,USD,US,10/1/2014,FIXED,A-,A3
Baxter International Inc,BAX,4.5,8/15/2019,2.3223504,2.3223504,AT MATURITY,500000000,USD,US,8/17/2009,FIXED,A-,Baa2
Fifth Third Bank/Cincinnati OH,FITB,1.45,2/28/2018,1.8809847,1.8809847,CALLABLE,600000000,USD,US,2/25/2013,FIXED,A-,A3
PNC Funding Corp,PNC,6.7,6/10/2019,2.1680581,2.1680581,AT MATURITY,600000000,USD,US,6/4/2009,FIXED,A-,A3
Anheuser-Busch Cos LLC,ABIBB,4.5,4/1/2018,2.1309403,2.1309403,AT MATURITY,200000000,USD,US,3/6/2003,FIXED,A-,A2 /*-
CenterPoint Energy Resources Corp,CNP,6.125,11/1/2017,2.2493892,2.2493892,AT MATURITY,250000000,USD,US,10/18/2007,FIXED,A-,Baa2
Reinsurance Group of America Inc,RGA,6.45,11/15/2019,3.2942867,3.2942867,AT MATURITY,400000000,USD,US,11/3/2009,FIXED,A-,Baa1
Bank of New York Mellon Corp/The,BK,5.5,12/1/2017,1.7002482,1.7002482,AT MATURITY,250000000,USD,US,11/5/2002,FIXED,A-,A2
Allstate Corp/The,ALL,7.45,5/16/2019,2.3862265,2.3862265,AT MATURITY,700000000,USD,US,5/11/2009,FIXED,A-,A3
Commonwealth Edison Co,EXC,2.15,1/15/2019,1.9596636,1.95454776,CALLABLE,300000000,USD,US,1/6/2014,FIXED,A-,A2
Comcast Corp,CMCSA,5.7,7/1/2019,1.836228,1.836228,AT MATURITY,700000000,USD,US,6/15/2009,FIXED,A-,A3
Comcast Corp,CMCSA,5.7,7/1/2019,1.836228,1.836228,AT MATURITY,700000000,USD,US,6/15/2009,FIXED,A-,A3
Waste Management Inc,WM,6.1,3/15/2018,1.6245058,1.6245058,AT MATURITY,600000000,USD,US,3/3/2008,FIXED,A-,Baa2
EOG Resources Inc,EOG,6.875,10/1/2018,2.777261,2.777261,AT MATURITY,350000000,USD,US,9/25/2008,FIXED,A-,A3 /*-
Consolidated Edison Co of New York Inc,ED,7.125,12/1/2018,1.8531621,1.8531621,AT MATURITY,600000000,USD,US,12/2/2008,FIXED,A-,A2
Consolidated Edison Co of New York Inc,ED,7.125,12/1/2018,1.8531621,1.8531621,AT MATURITY,600000000,USD,US,12/2/2008,FIXED,A-,A2
Daimler Finance North America LLC,DAIGR,2.25,9/3/2019,2.2401098,2.2401098,AT MATURITY,500000000,USD,US,7/24/2014,FIXED,A-,A3
Virginia Electric & Power Co,D,5.95,9/15/2017,1.3904171,1.3904171,AT MATURITY,600000000,USD,US,9/6/2007,FIXED,A-,A2
Nissan Motor Acceptance Corp,NSANY,2.35,3/4/2019,2.2571971,2.2571971,AT MATURITY,500000000,USD,US,2/25/2014,FIXED,A-,A3
Nucor Corp,NUE,5.75,12/1/2017,2.3307004,2.3307004,AT MATURITY,600000000,USD,US,11/28/2007,FIXED,A-,Baa1
Boston Properties LP,BXP,3.7,11/15/2018,2.220346,2.08627665,CALLABLE,850000000,USD,US,11/3/2011,FIXED,A-,Baa2
Boston Properties LP,BXP,3.7,11/15/2018,2.220346,2.08627665,CALLABLE,850000000,USD,US,11/3/2011,FIXED,A-,Baa2
Snap-on Inc,SNA,4.25,1/15/2018,1.5786411,1.5786411,AT MATURITY,250000000,USD,US,12/9/2010,FIXED,A-,A3
Daimler Finance North America LLC,DAIGR,1.65,5/18/2018,2.2352778,2.2352778,AT MATURITY,800000000,USD,US,5/11/2015,FIXED,A-,A3
Hyundai Capital America,HYNMTR,2.875,8/9/2018,2.08819,2.08819,AT MATURITY,500000000,USD,US,8/6/2013,FIXED,A-,Baa1
Wisconsin Public Service Corp,WEC,1.65,12/4/2018,1.6138462,1.6138462,AT MATURITY,250000000,USD,US,12/1/2015,FIXED,A-,A1
Manufacturers & Traders Trust Co,MTB,6.625,12/4/2017,1.9282193,1.9282193,AT MATURITY,400000000,USD,US,11/28/2007,FIXED,A-,A3
Eaton Corp,ETN,5.6,5/15/2018,2.424488,2.424488,AT MATURITY,450000000,USD,US,5/15/2008,FIXED,A-,Baa1
Sysco Corp,SYY,5.25,2/12/2018,1.6309404,1.6309404,AT MATURITY,500000000,USD,US,2/7/2008,FIXED,A-,A2
Daimler Finance North America LLC,DAIGR,1.375,8/1/2017,1.8838036,1.8838036,AT MATURITY,1150000000,USD,US,7/24/2014,FIXED,A-,A3
Biogen Inc,BIIB,6.875,3/1/2018,1.8764976,1.8764976,AT MATURITY,550000000,USD,US,2/28/2008,FIXED,A-,Baa1
Eaton Vance Corp,EV,6.5,10/2/2017,2.2390827,2.2390827,AT MATURITY,500000000,USD,US,9/27/2007,FIXED,A-,A3
Eversource Energy,ES,4.5,11/15/2019,2.5047366,2.5047366,AT MATURITY,350000000,USD,US,11/12/2009,FIXED,A-,Baa1
Anheuser-Busch InBev Worldwide Inc,ABIBB,7.75,1/15/2019,2.1043149,2.1043149,AT MATURITY,2500000000,USD,US,1/7/2009,FIXED,A-,A2 /*-
Daimler Finance North America LLC,DAIGR,1.375,8/1/2017,1.1464722,1.1464722,AT MATURITY,1150000000,USD,US,7/24/2014,FIXED,A-,A3
PPG Industries Inc,PPG,6.65,3/15/2018,2.2005462,2.2005462,AT MATURITY,700000000,USD,US,3/13/2008,FIXED,A-,Baa1
American Express Bank FSB,AXP,6,9/13/2017,1.6410447,1.6410447,AT MATURITY,1000000000,USD,US,9/10/2007,FIXED,A-,A2
Arizona Public Service Co,PNW,2.2,1/15/2020,2.2128806,2.2128806,CALLABLE,250000000,USD,US,1/7/2015,FIXED,A-,A2
AgriBank FCB,AGRIBK,9.125,7/15/2019,2.5326556,2.5326556,AT MATURITY,500000000,USD,US,7/9/2009,FIXED,A-,A2
Wisconsin Electric Power Co,WEC,1.7,6/15/2018,1.6408114,1.63890045,CALLABLE,250000000,USD,US,6/10/2013,FIXED,A-,A1
Chevron Phillips Chemical Co LLC / Chevron Phillips Chemical Co LP,CPCHEM,1.7,5/1/2018,2.0172553,2.0172553,AT MATURITY,750000000,USD,US,5/7/2015,FIXED,A-,A2
Daimler Finance North America LLC,DAIGR,1.65,5/18/2018,2.2557199,2.2557199,AT MATURITY,800000000,USD,US,5/11/2015,FIXED,A-,A3
McCormick & Co Inc/MD,MKC,5.75,12/15/2017,1.5067296,1.5067296,AT MATURITY,250000000,USD,US,12/4/2007,FIXED,A-,A2
Virginia Electric & Power Co,D,1.2,1/15/2018,1.5746989,1.5746989,CALLABLE,250000000,USD,US,1/3/2013,FIXED,A-,A2
NBCUniversal Enterprise Inc,CMCSA,1.662,4/15/2018,1.5148834,1.5148834,AT MATURITY,1100000000,USD,US,3/20/2013,FIXED,A-,A3
Hyundai Capital America,HYNMTR,2.55,2/6/2019,2.6761234,2.6761234,AT MATURITY,600000000,USD,US,2/3/2014,FIXED,A-,Baa1
CoBank ACB,COBKAC,7.875,4/16/2018,2.064319988,2.064319988,AT MATURITY,500000000,USD,US,4/14/2008,FIXED,A-,#N/A N/A
Daimler Finance North America LLC,DAIGR,1.6,8/3/2017,1.8748867,1.8748867,AT MATURITY,450000000,USD,US,7/28/2015,FIXED,A-,A3
Marsh & McLennan Cos Inc,MMC,2.35,9/10/2019,2.4925222,2.4925222,CALLABLE,300000000,USD,US,9/3/2014,FIXED,A-,Baa1
Comerica Bank,CMA,5.2,8/22/2017,1.7721864,1.7721864,AT MATURITY,500000000,USD,US,8/15/2005,FIXED,A-,A3
ERP Operating LP,EQR,2.375,7/1/2019,2.0899899,2.08338371,CALLABLE,450000000,USD,US,6/16/2014,FIXED,A-,Baa1
Oklahoma Gas & Electric Co,OGE,8.25,1/15/2019,2.204007,2.204007,AT MATURITY,250000000,USD,US,12/8/2008,FIXED,A-,A1
Oklahoma Gas & Electric Co,OGE,8.25,1/15/2019,2.204007,2.204007,AT MATURITY,250000000,USD,US,12/8/2008,FIXED,A-,A1
ERP Operating LP,EQR,2.375,7/1/2019,2.0899899,2.08338371,CALLABLE,450000000,USD,US,6/16/2014,FIXED,A-,Baa1
Entergy Texas Inc,ETR,7.125,2/1/2019,2.9076529,2.9076529,AT MATURITY,500000000,USD,US,1/27/2009,FIXED,A-,Baa1
Entergy Texas Inc,ETR,7.125,2/1/2019,2.9076529,2.9076529,AT MATURITY,500000000,USD,US,1/27/2009,FIXED,A-,Baa1
Eversource Energy,ES,1.6,1/15/2018,1.7624753,1.7624753,AT MATURITY,150000000,USD,US,1/12/2015,FIXED,A-,Baa1
Boston Properties LP,BXP,5.875,10/15/2019,2.5335579,2.32354615,CALLABLE,700000000,USD,US,10/6/2009,FIXED,A-,Baa2
Atmos Energy Corp,ATO,8.5,3/15/2019,2.6746616,2.6746616,AT MATURITY,450000000,USD,US,3/23/2009,FIXED,A-,A2
Brown-Forman Corp,BFB,1,1/15/2018,1.1854113,1.1854113,AT MATURITY,250000000,USD,US,12/10/2012,FIXED,A-,A1
Eversource Energy,ES,1.45,5/1/2018,1.8393294524,1.8393294524,CALLABLE,300000000,USD,US,5/8/2013,FIXED,A-,Baa1
Protective Life Corp,PL,6.4,1/15/2018,2.090832,2.090832,AT MATURITY,150000000,USD,US,12/4/2007,FIXED,A-,Baa1
PNC Bank NA,PNC,4.875,9/21/2017,2.023917,2.023917,AT MATURITY,500000000,USD,US,9/14/2005,FIXED,A-,A3
Continental Airlines 1999-1 Class A Pass Through Trust,UAL,6.545,2/2/2019,4.3848709678,3.5040255604,SINK/EXT,541746000,USD,US,1/21/1999,FIXED,A-,Baa2
Wm Wrigley Jr Co,WWY,2,10/20/2017,1.7877701,1.7877701,AT MATURITY,400000000,USD,US,10/16/2013,FIXED,A-,Baa1
Daimler Finance North America LLC,DAIGR,1.6,8/3/2017,2.1842245,2.1842245,AT MATURITY,450000000,USD,US,7/28/2015,FIXED,A-,A3
AmerisourceBergen Corp,ABC,4.875,11/15/2019,2.3517708,2.3517708,AT MATURITY,400000000,USD,US,11/16/2009,FIXED,A-,Baa2
Alabama Power Co,SO,5.5,10/15/2017,1.6298073,1.6298073,AT MATURITY,325000000,USD,US,10/16/2002,FIXED,A-,A1
Commonwealth Edison Co,EXC,6.15,9/15/2017,1.5871194,1.5871194,AT MATURITY,425000000,USD,US,9/4/2007,FIXED,A-,A2
Daimler Finance North America LLC,DAIGR,1.875,1/11/2018,2.0499693,2.0499693,AT MATURITY,1000000000,USD,US,1/7/2013,FIXED,A-,A3
Cintas Corp No 2,CTAS,6.125,12/1/2017,2.235398,2.235398,AT MATURITY,300000000,USD,US,12/4/2007,FIXED,A-,A2
Virginia Electric & Power Co,D,5.4,4/30/2018,1.7024659,1.7024659,AT MATURITY,600000000,USD,US,4/14/2008,FIXED,A-,A2
PartnerRe Finance A LLC,PRE,6.875,6/1/2018,2.6499248,2.6499248,AT MATURITY,250000000,USD,US,5/21/2008,FIXED,A-,A3
United Technologies Corp,UTX,8.875,11/15/2019,2.7731598,2.7731598,AT MATURITY,300000000,USD,US,11/6/1989,FIXED,A-,A3
Daimler Finance North America LLC,DAIGR,1.875,1/11/2018,1.9276036,1.9276036,AT MATURITY,1000000000,USD,US,1/7/2013,FIXED,A-,A3
Daimler Finance North America LLC,DAIGR,2.25,9/3/2019,2.5224073,2.5224073,AT MATURITY,500000000,USD,US,7/24/2014,FIXED,A-,A3
Virginia Electric & Power Co,D,5,6/30/2019,2.0017843,2.0017843,AT MATURITY,350000000,USD,US,6/23/2009,FIXED,A-,A2
Wm Wrigley Jr Co,WWY,2.4,10/21/2018,2.0056885,1.99391726,CALLABLE,550000000,USD,US,10/16/2013,FIXED,A-,Baa1
Daimler Finance North America LLC,DAIGR,2.375,8/1/2018,2.2086635,2.2086635,AT MATURITY,1250000000,USD,US,7/24/2013,FIXED,A-,A3
Georgia Power Co,SO,5.4,6/1/2018,1.9049354,1.9049354,AT MATURITY,250000000,USD,US,5/27/2008,FIXED,A-,A3
Daimler Finance North America LLC,DAIGR,1.65,3/2/2018,2.109052,2.109052,AT MATURITY,1000000000,USD,US,2/23/2015,FIXED,A-,A3
Dominion Gas Holdings LLC,D,2.5,12/15/2019,2.1852022,2.17883468,CALLABLE,450000000,USD,US,12/3/2014,FIXED,A-,A2
Lowe's Cos Inc,LOW,6.1,9/15/2017,1.1327702,1.1327702,AT MATURITY,250000000,USD,US,9/6/2007,FIXED,A-,A3
PNC Bank NA,PNC,6,12/7/2017,2.2081099,2.2081099,AT MATURITY,350000000,USD,US,12/4/2007,FIXED,A-,A3
Hyundai Capital America,HYNMTR,2.875,8/9/2018,2.2606248,2.2606248,AT MATURITY,500000000,USD,US,8/6/2013,FIXED,A-,Baa1
Nissan Motor Acceptance Corp,NSANY,2.65,9/26/2018,1.9443543,1.9443543,AT MATURITY,300000000,USD,US,9/19/2013,FIXED,A-,A3
Wm Wrigley Jr Co,WWY,2.9,10/21/2019,2.4724746,2.46351057,CALLABLE,750000000,USD,US,10/16/2013,FIXED,A-,Baa1
Allstate Corp/The,ALL,6.75,5/15/2018,1.7899044,1.7899044,AT MATURITY,250000000,USD,US,5/20/1998,FIXED,A-,A3
Niagara Mohawk Power Corp,NGGLN,4.881,8/15/2019,2.6212379,2.6212379,AT MATURITY,750000000,USD,US,8/3/2009,FIXED,A-,A2
America West Airlines 1999-1 Pass Through Trust,AAL,7.93,1/2/2019,4.6634510298,2.9049178838,SINK/EXT,233668000,USD,US,3/17/2000,FIXED,A-,Baa3
