Name,Ticker,Coupon,Maturity,Ask Yield to Maturity,Ask Yield To Convention,Maturity Type,Issued Amount,Currency,Country,Announce,Coupon Type,S&P,Moody's
Devon Energy Corp,DVN,2.25,12/15/2018,8.4631238,8.4631238,CALLABLE,750000000,USD,US,12/11/2013,FIXED,BBB+,Baa1 /*-
Goldman Sachs Group Inc/The,GS,2.9,7/19/2018,2.124243,2.124243,AT MATURITY,2500000000,USD,US,7/16/2013,FIXED,BBB+,A3
American Express Co,AXP,1.55,5/22/2018,2.0159369,2.0159369,AT MATURITY,1000000000,USD,US,5/15/2013,FIXED,BBB+,A3
Citigroup Inc,C,2.05,12/7/2018,2.3138869,2.3138869,AT MATURITY,1650000000,USD,US,12/1/2015,FIXED,BBB+,Baa1
Citigroup Inc,C,2.05,12/7/2018,2.3138869,2.3138869,AT MATURITY,1650000000,USD,US,12/1/2015,FIXED,BBB+,Baa1
Morgan Stanley,MS,2.65,1/27/2020,2.6379306,2.6379306,AT MATURITY,2500000000,USD,US,1/22/2015,FIXED,BBB+,A3
Citigroup Inc,C,2.5,9/26/2018,2.2109855,2.2109855,AT MATURITY,1750000000,USD,US,9/19/2013,FIXED,BBB+,Baa1
Bank of America Corp,BAC,5.75,12/1/2017,2.097512,2.097512,AT MATURITY,3500000000,USD,US,11/29/2007,FIXED,BBB+,Baa1
Citigroup Inc,C,1.75,5/1/2018,1.8735477,1.8735477,AT MATURITY,1350000000,USD,US,4/24/2013,FIXED,BBB+,Baa1
CVS Health Corp,CVS,1.9,7/20/2018,1.8118249,1.8118249,AT MATURITY,2250000000,USD,US,7/13/2015,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,3.65,9/14/2018,1.7731241,1.7731241,AT MATURITY,4750000000,USD,US,9/11/2013,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,3.65,9/14/2018,1.7731241,1.7731241,AT MATURITY,4750000000,USD,US,9/11/2013,FIXED,BBB+,Baa1
AT&T Inc,T,5.5,2/1/2018,1.9838796411,1.9838796411,AT MATURITY,2500000000,USD,US,1/29/2008,FIXED,BBB+,Baa1
Goldman Sachs Group Inc/The,GS,5.95,1/18/2018,2.0887044,2.0887044,AT MATURITY,3200000000,USD,US,1/11/2008,FIXED,BBB+,A3
Express Scripts Holding Co,ESRX,2.25,6/15/2019,2.3117419,2.3117419,AT MATURITY,1000000000,USD,US,6/2/2014,FIXED,BBB+,Baa2
Express Scripts Holding Co,ESRX,2.25,6/15/2019,2.3117419,2.3117419,AT MATURITY,1000000000,USD,US,6/2/2014,FIXED,BBB+,Baa2
Citigroup Inc,C,1.8,2/5/2018,2.0674026,2.0674026,AT MATURITY,2500000000,USD,US,1/29/2015,FIXED,BBB+,Baa1
Becton Dickinson and Co,BDX,2.675,12/15/2019,2.3141286,2.3141286,AT MATURITY,1250000000,USD,US,12/4/2014,FIXED,BBB+,Baa2
eBay Inc,EBAY,1.35,7/15/2017,1.7461613,1.7461613,AT MATURITY,1000000000,USD,US,7/19/2012,FIXED,BBB+,Baa1
Citigroup Inc,C,2.55,4/8/2019,2.4451265,2.4451265,AT MATURITY,2000000000,USD,US,4/1/2014,FIXED,BBB+,Baa1
Citigroup Inc,C,2.5,7/29/2019,2.3509179,2.3509179,AT MATURITY,2000000000,USD,US,7/22/2014,FIXED,BBB+,Baa1
Priceline Group Inc/The,PCLN,1,3/15/2018,-9.9275641364,-9.9275641364,CONVERTIBLE,1000000000,USD,US,3/7/2012,FIXED,BBB+,#N/A N/A
Citigroup Inc,C,8.5,5/22/2019,2.2073733,2.2073733,AT MATURITY,3000000000,USD,US,5/15/2009,FIXED,BBB+,Baa1
Citigroup Inc,C,1.7,4/27/2018,2.0461134,2.0461134,AT MATURITY,2500000000,USD,US,4/22/2015,FIXED,BBB+,Baa1
Goldman Sachs Group Inc/The,GS,6.25,9/1/2017,1.9753121,1.9753121,AT MATURITY,2750000000,USD,US,8/23/2007,FIXED,BBB+,A3
AT&T Inc,T,2.3,3/11/2019,2.2449694,2.2449694,AT MATURITY,1100000000,USD,US,3/5/2014,FIXED,BBB+,Baa1
AT&T Inc,T,1.4,12/1/2017,1.5692775,1.5692775,AT MATURITY,2000000000,USD,US,12/6/2012,FIXED,BBB+,Baa1
eBay Inc,EBAY,2.2,8/1/2019,2.4096007,2.4096007,CALLABLE,1150000000,USD,US,7/23/2014,FIXED,BBB+,Baa1
AT&T Inc,T,2.375,11/27/2018,1.9831195,1.9831195,AT MATURITY,1600000000,USD,US,11/20/2013,FIXED,BBB+,Baa1
AT&T Inc,T,2.375,11/27/2018,1.9831195,1.9831195,AT MATURITY,1600000000,USD,US,11/20/2013,FIXED,BBB+,Baa1
Bank of America Corp,BAC,7.625,6/1/2019,2.6780178,2.6780178,AT MATURITY,2864165000,USD,US,5/28/2009,FIXED,BBB+,Baa1
Corning Inc,GLW,1.5,5/8/2018,2.2461007,2.2461007,AT MATURITY,375000000,USD,US,5/5/2015,FIXED,BBB+,Baa1
General Mills Inc,GIS,2.2,10/21/2019,2.0017042,2.0017042,AT MATURITY,500000000,USD,US,10/14/2014,FIXED,BBB+,A3
Morgan Stanley,MS,1.875,1/5/2018,2.0155706,2.0155706,AT MATURITY,1750000000,USD,US,12/2/2014,FIXED,BBB+,A3
Capital One NA/Mclean VA,COF,1.5,3/22/2018,2.2951016,2.2951016,CALLABLE,600000000,USD,US,3/19/2013,FIXED,BBB+,Baa1
Bank of America Corp,BAC,6,9/1/2017,2.0439402,2.0439402,AT MATURITY,2209855000,USD,US,8/20/2007,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,1.85,11/23/2018,1.5503183,1.5503183,AT MATURITY,750000000,USD,US,11/16/2015,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,1.85,11/23/2018,1.5503183,1.5503183,AT MATURITY,750000000,USD,US,11/16/2015,FIXED,BBB+,Baa1
Duke Energy Corp,DUK,5.05,9/15/2019,2.6252975,2.6252975,AT MATURITY,500000000,USD,US,8/25/2009,FIXED,BBB+,Baa1
Macy's Retail Holdings Inc,M,7.45,7/15/2017,2.0364738,2.0364738,AT MATURITY,300000000,USD,US,7/9/1997,FIXED,BBB+ /*-,Baa2
Burlington Northern Santa Fe LLC,BNSF,4.7,10/1/2019,2.3160633,2.3160633,AT MATURITY,750000000,USD,US,9/21/2009,FIXED,BBB+,A3
Altria Group Inc,MO,2.625,1/14/2020,2.3201547,2.31417163,CALLABLE,1000000000,USD,US,11/10/2014,FIXED,BBB+,Baa1
American Express Co,AXP,7,3/19/2018,1.8680847,1.8680847,AT MATURITY,2000000000,USD,US,3/12/2008,FIXED,BBB+,A3
Leggett & Platt Inc,LEG,4.4,7/1/2018,2.6730527,2.6730527,AT MATURITY,150000000,USD,US,6/19/2003,FIXED,BBB+,Baa1
CA Inc,CA,5.375,12/1/2019,2.7447014,2.7447014,AT MATURITY,750000000,USD,US,11/9/2009,FIXED,BBB+,Baa2
Verizon Communications Inc,VZ,6.35,4/1/2019,2.1857665,2.1857665,AT MATURITY,1750000000,USD,US,3/24/2009,FIXED,BBB+,Baa1
Citigroup Inc,C,1.85,11/24/2017,1.8828064,1.8828064,AT MATURITY,1600000000,USD,US,11/18/2014,FIXED,BBB+,Baa1
Ecolab Inc,ECL,2.25,1/12/2020,2.3650534,2.3650534,AT MATURITY,300000000,USD,US,1/12/2015,FIXED,BBB+,Baa1
Celgene Corp,CELG,2.125,8/15/2018,2.0698345,2.0698345,AT MATURITY,1000000000,USD,US,8/3/2015,FIXED,BBB+,Baa2
Celgene Corp,CELG,2.125,8/15/2018,2.0698345,2.0698345,AT MATURITY,1000000000,USD,US,8/3/2015,FIXED,BBB+,Baa2
AT&T Inc,T,5.8,2/15/2019,2.2470329,2.2470329,AT MATURITY,2250000000,USD,US,1/29/2009,FIXED,BBB+,Baa1
Huntington National Bank/The,HBAN,2.2,11/6/2018,2.1415992,2.14013033,CALLABLE,850000000,USD,US,11/3/2015,FIXED,BBB+,A3
Volkswagen Group of America Finance LLC,VW,1.6,11/20/2017,2.6939386,2.6939386,AT MATURITY,750000000,USD,US,11/12/2014,FIXED,BBB+,A3
General Mills Inc,GIS,5.65,2/15/2019,1.9330588,1.9330588,AT MATURITY,1150000000,USD,US,1/29/2009,FIXED,BBB+,A3
General Mills Inc,GIS,5.65,2/15/2019,1.9330588,1.9330588,AT MATURITY,1150000000,USD,US,1/29/2009,FIXED,BBB+,A3
Regions Bank/Birmingham AL,RF,2.25,9/14/2018,1.8132686,1.79957423,CALLABLE,750000000,USD,US,7/28/2015,FIXED,BBB+,Baa3
Regions Bank/Birmingham AL,RF,2.25,9/14/2018,1.8132686,1.79957423,CALLABLE,750000000,USD,US,7/28/2015,FIXED,BBB+,Baa3
Dominion Resources Inc/VA,D,1.9,6/15/2018,2.1192885,2.1192885,AT MATURITY,500000000,USD,US,6/9/2015,FIXED,BBB+,Baa2
CVS Health Corp,CVS,2.25,12/5/2018,1.9513159,1.94283298,CALLABLE,1250000000,USD,US,12/2/2013,FIXED,BBB+,Baa1
CVS Health Corp,CVS,2.25,12/5/2018,1.9513159,1.94283298,CALLABLE,1250000000,USD,US,12/2/2013,FIXED,BBB+,Baa1
American Express Co,AXP,6.15,8/28/2017,1.7760957,1.7760957,AT MATURITY,1500000000,USD,US,8/22/2007,FIXED,BBB+,A3
Citigroup Inc,C,6.125,5/15/2018,1.9695638,1.9695638,AT MATURITY,3000000000,USD,US,5/5/2008,FIXED,BBB+,Baa1
Computer Sciences Corp,CSC,6.5,3/15/2018,2.7033791,2.7033791,AT MATURITY,999700000,USD,US,2/27/2009,FIXED,BBB+,Baa2
SunTrust Banks Inc,STI,2.5,5/1/2019,2.1151457,2.10568312,CALLABLE,650000000,USD,US,4/24/2014,FIXED,BBB+,Baa1
SunTrust Banks Inc,STI,2.5,5/1/2019,2.1151457,2.10568312,CALLABLE,650000000,USD,US,4/24/2014,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,2.55,6/17/2019,1.9689865,1.9689865,AT MATURITY,500000000,USD,US,3/10/2014,FIXED,BBB+,Baa1
Fifth Third Bancorp,FITB,2.3,3/1/2019,2.12449,2.11989269,CALLABLE,500000000,USD,US,2/25/2014,FIXED,BBB+,Baa1
Campbell Soup Co,CPB,4.5,2/15/2019,2.1057381,2.1057381,AT MATURITY,300000000,USD,US,1/14/2009,FIXED,BBB+,A3
Campbell Soup Co,CPB,4.5,2/15/2019,2.1057381,2.1057381,AT MATURITY,300000000,USD,US,1/14/2009,FIXED,BBB+,A3
Duke Energy Corp,DUK,1.625,8/15/2017,1.7898478,1.7898478,AT MATURITY,700000000,USD,US,8/13/2012,FIXED,BBB+,Baa1
Quest Diagnostics Inc,DGX,2.7,4/1/2019,2.5131827,2.5131827,AT MATURITY,300000000,USD,US,3/12/2014,FIXED,BBB+,Baa2
Quest Diagnostics Inc,DGX,2.7,4/1/2019,2.5131827,2.5131827,AT MATURITY,300000000,USD,US,3/12/2014,FIXED,BBB+,Baa2
Citigroup Inc,C,2.15,7/30/2018,2.1437272,2.1437272,AT MATURITY,1250000000,USD,US,7/23/2015,FIXED,BBB+,Baa1
Bank of America Corp,BAC,6.875,11/15/2018,2.2416253,2.2416253,AT MATURITY,1100000000,USD,US,11/17/1998,FIXED,BBB+,Baa1
Huntington National Bank/The,HBAN,2,6/30/2018,2.0120823,2.0120823,AT MATURITY,750000000,USD,US,6/25/2015,FIXED,BBB+,A3
Volkswagen Group of America Finance LLC,VW,1.65,5/22/2018,3.1581036,3.1581036,AT MATURITY,1000000000,USD,US,5/19/2015,FIXED,BBB+,A3
Citigroup Inc,C,1.55,8/14/2017,1.8345819,1.8345819,AT MATURITY,1250000000,USD,US,8/7/2014,FIXED,BBB+,Baa1
Volkswagen Group of America Finance LLC,VW,2.45,11/20/2019,3.336878,3.336878,AT MATURITY,750000000,USD,US,11/12/2014,FIXED,BBB+,A3
SunTrust Banks Inc,STI,6,9/11/2017,1.9231429,1.9231429,AT MATURITY,500000000,USD,US,9/5/2007,FIXED,BBB+,Baa1
Markel Corp,MKL,7.125,9/30/2019,2.8124469,2.8124469,AT MATURITY,350000000,USD,US,9/17/2009,FIXED,BBB+,Baa2
Capital One NA/Mclean VA,COF,2.35,8/17/2018,2.2641493,2.26168476,CALLABLE,1200000000,USD,US,8/13/2015,FIXED,BBB+,Baa1
Capital One NA/Mclean VA,COF,2.35,8/17/2018,2.2641493,2.26168476,CALLABLE,1200000000,USD,US,8/13/2015,FIXED,BBB+,Baa1
Citigroup Inc,C,6,8/15/2017,2.1727481,2.1727481,AT MATURITY,2000000000,USD,US,8/8/2007,FIXED,BBB+,Baa1
Maxim Integrated Products Inc,MXIM,2.5,11/15/2018,2.3856704,2.3856704,AT MATURITY,500000000,USD,US,11/14/2013,FIXED,BBB+,Baa1
Moody's Corp,MCO,2.75,7/15/2019,2.1441994,2.13019451,CALLABLE,450000000,USD,US,7/7/2014,FIXED,BBB+,#N/A N/A
Sempra Energy,SRE,9.8,2/15/2019,2.8986641,2.8986641,AT MATURITY,500000000,USD,US,11/17/2008,FIXED,BBB+,Baa1
Sempra Energy,SRE,9.8,2/15/2019,2.8986641,2.8986641,AT MATURITY,500000000,USD,US,11/17/2008,FIXED,BBB+,Baa1
Southern Co/The,SO,2.45,9/1/2018,2.038261,2.038261,AT MATURITY,500000000,USD,US,8/21/2013,FIXED,BBB+,Baa1
Ecolab Inc,ECL,1.55,1/12/2018,1.6713965,1.6713965,AT MATURITY,300000000,USD,US,1/12/2015,FIXED,BBB+,Baa1
Capital One NA/Mclean VA,COF,2.4,9/5/2019,2.4049693,2.4049693,CALLABLE,1000000000,USD,US,9/2/2014,FIXED,BBB+,Baa1
Lockheed Martin Corp,LMT,4.25,11/15/2019,1.9781016,1.9781016,AT MATURITY,900000000,USD,US,11/13/2009,FIXED,BBB+,Baa1
Enterprise Products Operating LLC,EPD,2.55,10/15/2019,4.0773145,4.0773145,CALLABLE,800000000,USD,US,10/2/2014,FIXED,BBB+,Baa1
Bank of America Corp,BAC,6.5,7/15/2018,2.7760446,2.7760446,AT MATURITY,700000000,USD,US,7/8/1998,FIXED,BBB+,Baa1
NextEra Energy Capital Holdings Inc,NEE,2.4,9/15/2019,2.446738,2.446738,CALLABLE,350000000,USD,US,6/3/2014,FIXED,BBB+,Baa1
Volkswagen Group of America Finance LLC,VW,2.125,5/23/2019,3.3015403,3.3015403,AT MATURITY,1000000000,USD,US,5/15/2014,FIXED,BBB+,A3
AT&T Inc,T,5.6,5/15/2018,2.005661,2.005661,AT MATURITY,1000000000,USD,US,5/8/2008,FIXED,BBB+,Baa1
Dr Pepper Snapple Group Inc,DPS,2,1/15/2020,2.1038813,2.1038813,AT MATURITY,250000000,USD,US,11/13/2012,FIXED,BBB+,Baa1
CA Inc,CA,2.875,8/15/2018,2.6773279,2.6773279,AT MATURITY,250000000,USD,US,8/13/2013,FIXED,BBB+,Baa2
Old Republic International Corp,ORI,3.75,3/15/2018,-6.4447373203,-6.4447373203,CONVERTIBLE,550000000,USD,US,3/3/2011,FIXED,BBB+,Baa3
Citigroup Inc,C,6.125,11/21/2017,1.7252224,1.7252224,AT MATURITY,4000000000,USD,US,11/14/2007,FIXED,BBB+,Baa1
Progress Energy Inc,DUK,4.875,12/1/2019,2.6339807,2.6339807,AT MATURITY,350000000,USD,US,11/16/2009,FIXED,BBB+,Baa2
Enterprise Products Operating LLC,EPD,1.65,5/7/2018,3.0121495,3.0121495,AT MATURITY,750000000,USD,US,5/4/2015,FIXED,BBB+,Baa1
McKesson Corp,MCK,2.284,3/15/2019,2.2933193,2.2933193,AT MATURITY,1100000000,USD,US,3/5/2014,FIXED,BBB+,Baa2
McKesson Corp,MCK,2.284,3/15/2019,2.2933193,2.2933193,AT MATURITY,1100000000,USD,US,3/5/2014,FIXED,BBB+,Baa2
Altria Group Inc,MO,9.25,8/6/2019,2.5189517,2.5189517,AT MATURITY,2200000000,USD,US,2/3/2009,FIXED,BBB+,Baa1
Johnson Controls Inc,JCI,1.4,11/2/2017,2.0977588,2.0977588,AT MATURITY,300000000,USD,US,6/10/2014,FIXED,BBB+ /*,Baa2
Principal Financial Group Inc,PFG,8.875,5/15/2019,2.3674395,2.3674395,AT MATURITY,350000000,USD,US,5/18/2009,FIXED,BBB+,Baa1
Principal Financial Group Inc,PFG,8.875,5/15/2019,2.3674395,2.3674395,AT MATURITY,350000000,USD,US,5/18/2009,FIXED,BBB+,Baa1
BB&T Corp,BBT,5.25,11/1/2019,2.5420734,2.5420734,AT MATURITY,600000000,USD,US,10/20/2004,FIXED,BBB+,A2
Altria Group Inc,MO,9.7,11/10/2018,2.5246129,2.5246129,AT MATURITY,3100000000,USD,US,11/5/2008,FIXED,BBB+,Baa1
Altria Group Inc,MO,9.7,11/10/2018,2.5246129,2.5246129,AT MATURITY,3100000000,USD,US,11/5/2008,FIXED,BBB+,Baa1
Celgene Corp,CELG,2.25,5/15/2019,2.3361014,2.3361014,AT MATURITY,500000000,USD,US,5/6/2014,FIXED,BBB+,Baa2
CVS Health Corp,CVS,2.25,8/12/2019,2.0647422,2.06065458,CALLABLE,850000000,USD,US,8/7/2014,FIXED,BBB+,Baa1
General Mills Inc,GIS,1.4,10/20/2017,1.3830428066,1.3830428066,AT MATURITY,500000000,USD,US,10/14/2014,FIXED,BBB+,A3
Duke Energy Corp,DUK,2.1,6/15/2018,1.9026871,1.89595455,CALLABLE,500000000,USD,US,6/10/2013,FIXED,BBB+,Baa1
NetApp Inc,NTAP,2,12/15/2017,1.6511018,1.6511018,AT MATURITY,750000000,USD,US,12/5/2012,FIXED,BBB+,Baa1 /*-
VW Credit Inc,VW,2.25,3/23/2018,3.1490076,3.1490076,AT MATURITY,300000000,USD,US,9/17/2013,FIXED,BBB+,A3
Santander Holdings USA Inc,SOV,3.45,8/27/2018,2.2909733,2.25434015,CALLABLE,500000000,USD,US,8/22/2013,FIXED,BBB+,Baa2
Monsanto Co,MON,2.125,7/15/2019,2.1890191,2.1890191,AT MATURITY,500000000,USD,US,6/26/2014,FIXED,BBB+,A3
Volkswagen Group of America Finance LLC,VW,1.6,11/20/2017,3.0752821,3.0752821,AT MATURITY,750000000,USD,US,11/12/2014,FIXED,BBB+,A3
Corning Inc,GLW,6.625,5/15/2019,2.128142,2.128142,AT MATURITY,250000000,USD,US,5/7/2009,FIXED,BBB+,Baa1
Corning Inc,GLW,6.625,5/15/2019,2.128142,2.128142,AT MATURITY,250000000,USD,US,5/7/2009,FIXED,BBB+,Baa1
American Express Co,AXP,8.125,5/20/2019,2.6054917,2.6054917,AT MATURITY,1750000000,USD,US,5/13/2009,FIXED,BBB+,A3
Capital One NA/Mclean VA,COF,1.65,2/5/2018,2.1448198,2.1448198,CALLABLE,1600000000,USD,US,2/2/2015,FIXED,BBB+,Baa1
Campbell Soup Co,CPB,3.05,7/15/2017,1.6419696,1.6419696,AT MATURITY,400000000,USD,US,6/30/2010,FIXED,BBB+,A3
Santander Bank NA,SOV,2,1/12/2018,2.4234668,2.4234668,CALLABLE,750000000,USD,US,1/7/2015,FIXED,BBB+,Baa2
Ecolab Inc,ECL,1.45,12/8/2017,1.6641246,1.6641246,AT MATURITY,500000000,USD,US,12/10/2012,FIXED,BBB+,Baa1
Corning Inc,GLW,1.45,11/15/2017,1.4930331,1.4930331,AT MATURITY,250000000,USD,US,10/26/2012,FIXED,BBB+,Baa1
Dominion Resources Inc/VA,D,5.2,8/15/2019,2.5189122,2.5189122,AT MATURITY,500000000,USD,US,8/11/2009,FIXED,BBB+,Baa2
Enterprise Products Operating LLC,EPD,6.5,1/31/2019,3.4601613,3.4601613,AT MATURITY,700000000,USD,US,3/31/2008,FIXED,BBB+,Baa1
Enterprise Products Operating LLC,EPD,6.5,1/31/2019,3.4601613,3.4601613,AT MATURITY,700000000,USD,US,3/31/2008,FIXED,BBB+,Baa1
NextEra Energy Capital Holdings Inc,NEE,6,3/1/2019,2.5988089,2.5988089,AT MATURITY,500000000,USD,US,3/2/2009,FIXED,BBB+,Baa1
Compass Bank,BCOMPS,2.75,9/29/2019,2.9392261,2.9392261,CALLABLE,600000000,USD,US,9/24/2014,FIXED,BBB+,Baa3
Berkshire Hathaway Energy Co,BRKHEC,2.4,2/1/2020,2.383066,2.38296453,CALLABLE,349989000,USD,US,12/23/2014,FIXED,BBB+,A3
Och-Ziff Finance Co LLC,OZM,4.5,11/20/2019,4.3821452,4.3821452,AT MATURITY,400000000,USD,US,11/13/2014,FIXED,BBB+,#N/A N/A
McKesson Corp,MCK,1.4,3/15/2018,1.9040062,1.9040062,AT MATURITY,500000000,USD,US,3/5/2013,FIXED,BBB+,Baa2
SunTrust Banks Inc,STI,2.35,11/1/2018,2.253322,2.25072391,CALLABLE,750000000,USD,US,10/22/2013,FIXED,BBB+,Baa1
Apache Corp,APA,6.9,9/15/2018,3.2482168,3.2482168,AT MATURITY,400000000,USD,US,9/26/2008,FIXED,BBB+,Baa1 /*-
Apache Corp,APA,6.9,9/15/2018,3.2482168,3.2482168,AT MATURITY,400000000,USD,US,9/26/2008,FIXED,BBB+,Baa1 /*-
Volkswagen Group of America Finance LLC,VW,2.45,11/20/2019,3.6485398,3.6485398,AT MATURITY,750000000,USD,US,11/12/2014,FIXED,BBB+,A3
Enterprise Products Operating LLC,EPD,5.25,1/31/2020,3.8888797,3.8888797,AT MATURITY,500000000,USD,US,9/24/2009,FIXED,BBB+,Baa1
Humana Inc,HUM,7.2,6/15/2018,2.2314687,2.2314687,AT MATURITY,500000000,USD,US,6/2/2008,FIXED,BBB+ /*+,Baa3 /*+
Volkswagen Group of America Finance LLC,VW,2.125,5/23/2019,3.6160123,3.6160123,AT MATURITY,1000000000,USD,US,5/15/2014,FIXED,BBB+,A3
Burlington Northern Santa Fe LLC,BNSF,5.75,3/15/2018,1.5739754,1.5739754,AT MATURITY,650000000,USD,US,3/11/2008,FIXED,BBB+,A3
Capital One Bank USA NA,COF,2.25,2/13/2019,2.3359735,2.3359735,CALLABLE,1000000000,USD,US,2/10/2014,FIXED,BBB+,Baa1
Verizon Communications Inc,VZ,5.5,2/15/2018,1.9588415,1.9588415,AT MATURITY,1500000000,USD,US,2/7/2008,FIXED,BBB+,Baa1
Volkswagen Group of America Finance LLC,VW,1.65,5/22/2018,3.034524,3.034524,AT MATURITY,1000000000,USD,US,5/19/2015,FIXED,BBB+,A3
Southern Power Co,SO,1.85,12/1/2017,1.6961752,1.6961752,AT MATURITY,500000000,USD,US,11/12/2015,FIXED,BBB+,Baa1
Becton Dickinson and Co,BDX,5,5/15/2019,2.8449947,2.8449947,AT MATURITY,500000000,USD,US,5/11/2009,FIXED,BBB+,Baa2
Verizon Communications Inc,VZ,6.1,4/15/2018,1.811356,1.811356,AT MATURITY,1500000000,USD,US,4/1/2008,FIXED,BBB+,Baa1
NextEra Energy Capital Holdings Inc,NEE,2.7,9/15/2019,2.5393191,2.53603028,CALLABLE,350000000,USD,US,3/6/2014,FIXED,BBB+,Baa1
Norfolk Southern Corp,NSC,5.9,6/15/2019,2.617616,2.617616,AT MATURITY,500000000,USD,US,5/27/2009,FIXED,BBB+,Baa1
Norfolk Southern Corp,NSC,5.9,6/15/2019,2.617616,2.617616,AT MATURITY,500000000,USD,US,5/27/2009,FIXED,BBB+,Baa1
GTE Corp,VZ,6.84,4/15/2018,2.2221118,2.2221118,AT MATURITY,600000000,USD,US,4/22/1998,FIXED,BBB+,Baa2
Celgene Corp,CELG,2.3,8/15/2018,1.9681362,1.9681362,AT MATURITY,400000000,USD,US,8/1/2013,FIXED,BBB+,Baa2
Southern Co/The,SO,2.15,9/1/2019,2.3683318,2.3683318,CALLABLE,350000000,USD,US,8/19/2014,FIXED,BBB+,Baa1
Amphenol Corp,APH,2.55,1/30/2019,2.4045155,2.40085312,CALLABLE,750000000,USD,US,1/23/2014,FIXED,BBB+,Baa1
HCP Inc,HCP,2.625,2/1/2020,2.7741336,2.7741336,CALLABLE,800000000,USD,US,11/14/2012,FIXED,BBB+,Baa1
Assurant Inc,AIZ,2.5,3/15/2018,2.3175522,2.3175522,AT MATURITY,350000000,USD,US,3/25/2013,FIXED,BBB+,Baa2
CSX Corp,CSX,6.25,3/15/2018,1.7794617,1.7794617,AT MATURITY,600000000,USD,US,9/4/2007,FIXED,BBB+,Baa1
Progress Energy Inc,DUK,7.05,3/15/2019,2.4077592,2.4077592,AT MATURITY,450000000,USD,US,3/16/2009,FIXED,BBB+,Baa2
Norfolk Southern Corp,NSC,5.75,4/1/2018,1.8561462,1.8561462,AT MATURITY,595925000,USD,US,6/13/2008,FIXED,BBB+,Baa1
Magellan Midstream Partners LP,MMP,6.4,7/15/2018,2.7441267,2.7441267,AT MATURITY,250000000,USD,US,7/9/2008,FIXED,BBB+,Baa1
Celgene Corp,CELG,1.9,8/15/2017,1.6248886,1.6248886,AT MATURITY,500000000,USD,US,8/6/2012,FIXED,BBB+,Baa2
Humana Inc,HUM,2.625,10/1/2019,2.3263287,2.3263287,AT MATURITY,400000000,USD,US,9/16/2014,FIXED,BBB+ /*+,Baa3 /*+
21st Century Fox America Inc,FOXA,6.9,3/1/2019,2.2945626,2.2945626,AT MATURITY,700000000,USD,US,8/3/2009,FIXED,BBB+,Baa1
Enterprise Products Operating LLC,EPD,6.3,9/15/2017,2.0367941,2.0367941,AT MATURITY,800000000,USD,US,8/27/2007,FIXED,BBB+,Baa1
Dominion Resources Inc/VA,D,1.4,9/15/2017,1.7537322,1.7537322,AT MATURITY,350000000,USD,US,9/10/2012,FIXED,BBB+,Baa2
Southern Power Co,SO,1.5,6/1/2018,1.9878788,1.9878788,AT MATURITY,350000000,USD,US,5/14/2015,FIXED,BBB+,Baa1
